ID;PROP_ID;COMP_ID;IdealGasEnthalpyOfFormationA;IdealGasEnthalpyOfFormationB;IdealGasEnthalpyOfFormationC;IdealGasEnthalpyOfFormationTmin;IdealGasEnthalpyOfFormationTmax;IdealGasEnthalpyOfFormation@298
26800;10488;26803;-12321;-12321;-12321;-12321;-12321;-12321
26801;17517;26804;-12321;-12321;-12321;-12321;-12321;-12321
26802;14875;26805;-12321;-12321;-12321;-12321;-12321;-12321
26803;19538;26806;-12321;-12321;-12321;-12321;-12321;-12321
26804;16861;26807;-12321;-12321;-12321;-12321;-12321;-12321
26805;14947;26808;-12321;-12321;-12321;-12321;-12321;-12321
26806;18967;26809;-12321;-12321;-12321;-12321;-12321;-12321
26807;5915;26810;-12321;-12321;-12321;-12321;-12321;-12321
26808;19373;26811;-12321;-12321;-12321;-12321;-12321;-12321
26809;7336;26812;-12321;-12321;-12321;-12321;-12321;-12321
26810;5722;26813;-12321;-12321;-12321;-12321;-12321;-12321
26811;7342;26814;-12321;-12321;-12321;-12321;-12321;-12321
26812;17959;26815;-12321;-12321;-12321;-12321;-12321;-12321
26813;9330;26816;-12321;-12321;-12321;-12321;-12321;-12321
26814;10740;26817;-12321;-12321;-12321;-12321;-12321;-12321
26815;15105;26818;-12321;-12321;-12321;-12321;-12321;-12321
26816;8181;26819;-12321;-12321;-12321;-12321;-12321;-12321
26817;16090;26820;-12321;-12321;-12321;-12321;-12321;-12321
26818;17472;26821;-12321;-12321;-12321;-12321;-12321;-12321
26819;16091;26822;-12321;-12321;-12321;-12321;-12321;-12321
26820;14333;26823;-12321;-12321;-12321;-12321;-12321;-12321
26821;16867;26824;-12321;-12321;-12321;-12321;-12321;-12321
26822;12815;26825;-12321;-12321;-12321;-12321;-12321;-12321
26823;10260;26826;-12321;-12321;-12321;-12321;-12321;-12321
26824;9871;26827;-12321;-12321;-12321;-12321;-12321;-12321
26825;12986;26828;-12321;-12321;-12321;-12321;-12321;-12321
26826;12635;26829;-12321;-12321;-12321;-12321;-12321;-12321
26827;12973;26830;-12321;-12321;-12321;-12321;-12321;-12321
26828;5922;26831;-12321;-12321;-12321;-12321;-12321;-12321
26829;13211;26832;-12321;-12321;-12321;-12321;-12321;-12321
26830;15359;26833;-12321;-12321;-12321;-12321;-12321;-12321
26831;3894;26834;-12321;-12321;-12321;-12321;-12321;-12321
26832;19385;26835;-12321;-12321;-12321;-12321;-12321;-12321
26833;15311;26836;-12321;-12321;-12321;-12321;-12321;-12321
26834;12881;26837;-12321;-12321;-12321;-12321;-12321;-12321
26835;8433;26838;-12321;-12321;-12321;-12321;-12321;-12321
26836;14366;26839;-12321;-12321;-12321;-12321;-12321;-12321
26837;3699;26840;-231017;-248.28999;0.13436;298;1000;-293100
26838;2979;26841;-372339;-216.7;0.11698;298;1000;-426550
26839;3248;26842;-212798;-233.91;0.12531;298;1000;-271400
26840;3573;26843;-233473;-252.89999;0.13585;298;1000;-296800
26841;10463;26844;-12321;-12321;-12321;-12321;-12321;-12321
26842;16028;26845;-12321;-12321;-12321;-12321;-12321;-12321
26843;12260;26846;-12321;-12321;-12321;-12321;-12321;-12321
26844;14712;26847;-12321;-12321;-12321;-12321;-12321;-12321
26845;3249;26848;-222998;-233.91;0.12531;298;1000;-281600
26846;3574;26849;-236673;-252.89999;0.13585;298;1000;-300000
26847;3575;26850;-246073;-252.89999;0.13585;298;1000;-309400
26848;15070;26851;-12321;-12321;-12321;-12321;-12321;-12321
26849;2244;26852;-329977;-178.3;9.4803996E-2;298;1000;-374710
26850;2115;26853;-73480;-151.39;8.2304999E-2;298;1000;-111300
26851;2583;26854;-350606;-192.67;0.10385;298;1000;-398820
26852;2252;26855;-334691;-173.67999;9.3312003E-2;298;1000;-378180
26853;2122;26856;-69056;-152.62;8.1660002E-2;298;1000;-107300
26854;3658;26857;-208773;-252.89999;0.13585;298;1000;-272100
26855;3275;26858;-192998;-233.91;0.12531;298;1000;-251600
26856;2596;26859;-351158;-197.5;0.10589;298;1000;-400630
26857;3712;26860;-183159;-253.12;0.1364;298;1000;-246500
26858;3659;26861;-223073;-252.89999;0.13585;298;1000;-286400
26859;2846;26862;-207107;-217.78999;0.11903;298;1000;-261460
26860;2508;26863;-189825;-201;0.10973;298;1000;-240000
26861;3457;26864;-239187;-252.69;0.1353;298;1000;-302500
26862;3181;26865;-223212;-233.7;0.12476;298;1000;-281800
26863;14201;26866;-12321;-12321;-12321;-12321;-12321;-12321
26864;11249;26867;-12321;-12321;-12321;-12321;-12321;-12321
26865;14993;26868;-12321;-12321;-12321;-12321;-12321;-12321
26866;15049;26869;-12321;-12321;-12321;-12321;-12321;-12321
26867;17421;26870;-12321;-12321;-12321;-12321;-12321;-12321
26868;12869;26871;-12321;-12321;-12321;-12321;-12321;-12321
26869;17045;26872;-12321;-12321;-12321;-12321;-12321;-12321
26870;9100;26873;-12321;-12321;-12321;-12321;-12321;-12321
26871;17002;26874;-12321;-12321;-12321;-12321;-12321;-12321
26872;9659;26875;-12321;-12321;-12321;-12321;-12321;-12321
26873;12367;26876;-12321;-12321;-12321;-12321;-12321;-12321
26874;3250;26877;-224098;-233.91;0.12531;298;1000;-282700
26875;3576;26878;-239873;-252.89999;0.13585;298;1000;-303200
26876;15128;26879;-12321;-12321;-12321;-12321;-12321;-12321
26877;15665;26880;-12321;-12321;-12321;-12321;-12321;-12321
26878;18816;26881;-12321;-12321;-12321;-12321;-12321;-12321
26879;3577;26882;-234815;-257.73001;0.13789999;298;1000;-299400
26880;8033;26883;-12321;-12321;-12321;-12321;-12321;-12321
26881;8884;26884;-12321;-12321;-12321;-12321;-12321;-12321
26882;3578;26885;-242815;-257.73001;0.13789999;298;1000;-307400
26883;19038;26886;-12321;-12321;-12321;-12321;-12321;-12321
26884;2584;26887;-351158;-197.5;0.10589;298;1000;-400630
26885;3660;26888;-220515;-257.73001;0.13789999;298;1000;-285100
26886;3661;26889;-227273;-252.89999;0.13585;298;1000;-290600
26887;2960;26890;-367073;-216.49001;0.11643;298;1000;-421270
26888;3662;26891;-233673;-252.89999;0.13585;298;1000;-297000
26889;2847;26892;-203662;-226.87;0.12108;298;1000;-260540
26890;3458;26893;-236530;-257.51999;0.13733999;298;1000;-301100
26891;3182;26894;-220654;-238.53;0.12681;298;1000;-280500
26892;2342;26895;-164884;-110.25;5.5645999E-2;298;1000;-192810
26893;16572;26896;-12321;-12321;-12321;-12321;-12321;-12321
26894;9644;26897;-12321;-12321;-12321;-12321;-12321;-12321
26895;11515;26898;-12321;-12321;-12321;-12321;-12321;-12321
26896;5877;26899;-12321;-12321;-12321;-12321;-12321;-12321
26897;7682;26900;-12321;-12321;-12321;-12321;-12321;-12321
26898;5998;26901;-12321;-12321;-12321;-12321;-12321;-12321
26899;6917;26902;-12321;-12321;-12321;-12321;-12321;-12321
26900;12980;26903;-12321;-12321;-12321;-12321;-12321;-12321
26901;16995;26904;-12321;-12321;-12321;-12321;-12321;-12321
26902;13328;26905;-12321;-12321;-12321;-12321;-12321;-12321
26903;8346;26906;-12321;-12321;-12321;-12321;-12321;-12321
26904;9841;26907;-12321;-12321;-12321;-12321;-12321;-12321
26905;11285;26908;-12321;-12321;-12321;-12321;-12321;-12321
26906;14745;26909;-12321;-12321;-12321;-12321;-12321;-12321
26907;7395;26910;-12321;-12321;-12321;-12321;-12321;-12321
26908;6908;26911;-12321;-12321;-12321;-12321;-12321;-12321
26909;14932;26912;-12321;-12321;-12321;-12321;-12321;-12321
26910;16364;26913;-12321;-12321;-12321;-12321;-12321;-12321
26911;15271;26914;-12321;-12321;-12321;-12321;-12321;-12321
26912;3579;26915;-243073;-252.89999;0.13585;298;1000;-306400
26913;17721;26916;-12321;-12321;-12321;-12321;-12321;-12321
26914;18815;26917;-12321;-12321;-12321;-12321;-12321;-12321
26915;14403;26918;-12321;-12321;-12321;-12321;-12321;-12321
26916;15275;26919;-12321;-12321;-12321;-12321;-12321;-12321
26917;14174;26920;-12321;-12321;-12321;-12321;-12321;-12321
26918;13670;26921;-12321;-12321;-12321;-12321;-12321;-12321
26919;10844;26922;-12321;-12321;-12321;-12321;-12321;-12321
26920;5728;26923;-12321;-12321;-12321;-12321;-12321;-12321
26921;2945;26924;-367073;-216.49001;0.11643;298;1000;-421270
26922;3663;26925;-228515;-257.73001;0.13789999;298;1000;-293100
26923;3664;26926;-233773;-252.89999;0.13585;298;1000;-297100
26924;2961;26927;-367073;-216.49001;0.11643;298;1000;-421270
26925;2848;26928;-196342;-226.91;0.12122;298;1000;-253220
26926;3459;26929;-240730;-257.51999;0.13733999;298;1000;-305300
26927;3183;26930;-224954;-238.53;0.12681;298;1000;-284800
26928;2343;26931;-164884;-110.25;5.5645999E-2;298;1000;-192810
26929;1967;26932;51486;-126.48;7.0006996E-2;298;1000;20000
26930;1570;26933;-51202;-62.084999;2.9386999E-2;298;1000;-67100
26931;6950;26934;-12321;-12321;-12321;-12321;-12321;-12321
26932;14009;26935;-12321;-12321;-12321;-12321;-12321;-12321
26933;7845;26936;-12321;-12321;-12321;-12321;-12321;-12321
26934;15274;26937;-12321;-12321;-12321;-12321;-12321;-12321
26935;8187;26938;-12321;-12321;-12321;-12321;-12321;-12321
26936;12350;26939;-12321;-12321;-12321;-12321;-12321;-12321
26937;6090;26940;-12321;-12321;-12321;-12321;-12321;-12321
26938;13965;26941;-12321;-12321;-12321;-12321;-12321;-12321
26939;15336;26942;-12321;-12321;-12321;-12321;-12321;-12321
26940;6332;26943;-12321;-12321;-12321;-12321;-12321;-12321
26941;12937;26944;-12321;-12321;-12321;-12321;-12321;-12321
26942;6219;26945;-12321;-12321;-12321;-12321;-12321;-12321
26943;7673;26946;-12321;-12321;-12321;-12321;-12321;-12321
26944;5856;26947;-12321;-12321;-12321;-12321;-12321;-12321
26945;12826;26948;-12321;-12321;-12321;-12321;-12321;-12321
26946;9857;26949;-12321;-12321;-12321;-12321;-12321;-12321
26947;15725;26950;-12321;-12321;-12321;-12321;-12321;-12321
26948;16002;26951;-12321;-12321;-12321;-12321;-12321;-12321
26949;12798;26952;-12321;-12321;-12321;-12321;-12321;-12321
26950;11997;26953;-12321;-12321;-12321;-12321;-12321;-12321
26951;15230;26954;-12321;-12321;-12321;-12321;-12321;-12321
26952;16259;26955;-12321;-12321;-12321;-12321;-12321;-12321
26953;14754;26956;-12321;-12321;-12321;-12321;-12321;-12321
26954;5855;26957;-12321;-12321;-12321;-12321;-12321;-12321
26955;6900;26958;-12321;-12321;-12321;-12321;-12321;-12321
26956;17367;26959;-12321;-12321;-12321;-12321;-12321;-12321
26957;9917;26960;-12321;-12321;-12321;-12321;-12321;-12321
26958;9113;26961;-12321;-12321;-12321;-12321;-12321;-12321
26959;7884;26962;-12321;-12321;-12321;-12321;-12321;-12321
26960;5801;26963;-12321;-12321;-12321;-12321;-12321;-12321
26961;7347;26964;-12321;-12321;-12321;-12321;-12321;-12321
26962;7369;26965;-12321;-12321;-12321;-12321;-12321;-12321
26963;10166;26966;-12321;-12321;-12321;-12321;-12321;-12321
26964;5869;26967;-12321;-12321;-12321;-12321;-12321;-12321
26965;7816;26968;-12321;-12321;-12321;-12321;-12321;-12321
26966;7702;26969;-12321;-12321;-12321;-12321;-12321;-12321
26967;3460;26970;-241630;-257.51999;0.13733999;298;1000;-306200
26968;3184;26971;-227954;-238.53;0.12681;298;1000;-287800
26969;18656;26972;-12321;-12321;-12321;-12321;-12321;-12321
26970;16650;26973;-12321;-12321;-12321;-12321;-12321;-12321
26971;19021;26974;-12321;-12321;-12321;-12321;-12321;-12321
26972;6421;26975;-12321;-12321;-12321;-12321;-12321;-12321
26973;6408;26976;-12321;-12321;-12321;-12321;-12321;-12321
26974;3461;26977;-243930;-257.51999;0.13733999;298;1000;-308500
26975;11817;26978;-12321;-12321;-12321;-12321;-12321;-12321
26976;851;26979;-112986;-93.260002;0.051909;333;1000;-104430
26977;1559;26980;-648733;-15.211;0.02045;298;1000;-651450
26978;872;26981;-164432;-96.916;0.053514;298;1000;-188570
26979;1572;26982;-2486;-46.061001;0.02946;298;1000;-13600
26980;2728;26983;-169145;-130.67;6.8911001E-2;298;1000;-201980
26981;893;26984;-522624;-106.69;0.057652;298;1000;-549310
26982;914;26985;-49238;-74.059998;4.0711999E-2;458;1000;-3350
26983;2354;26986;-12321;-12321;-12321;-12321;-12321;-12321
26984;3931;26987;88377;-146.38;7.3853999E-2;298;1000;51300
26985;2202;26988;-325263;-182.92;9.6295998E-2;298;1000;-371240
26986;2070;26989;-62466;-155.44;0.081115;298;1000;-101600
26987;1832;26990;-309348;-163.92999;8.5758999E-2;298;1000;-350600
26988;1720;26991;-46391;-136.45;7.0577003E-2;298;1000;-80800
26989;1880;26992;-481858;-161.09;8.6471997E-2;298;1000;-522200
26990;1881;26993;-492716;-156.25999;8.4427997E-2;298;1000;-531800
26991;2603;26994;-345892;-197.28999;0.10534;298;1000;-395350
26992;2553;26995;-345892;-197.28999;0.10534;298;1000;-395350
26993;2213;26996;-329977;-178.3;9.4803996E-2;298;1000;-374710
26994;2083;26997;-68032;-158.67999;0.081478;298;1000;-108100
26995;2920;26998;-361807;-216.28;0.11588;298;1000;-415990
26996;1838;26999;-314062;-159.31;8.4266998E-2;298;1000;-354070
26997;1726;27000;-54856;-139.69;7.0940003E-2;298;1000;-90200
26998;3719;27001;-192473;-252.89999;0.13585;298;1000;-255800
26999;3288;27002;-179598;-233.91;0.12531;298;1000;-238200
27000;3720;27003;-202573;-252.89999;0.13585;298;1000;-265900
27001;3744;27004;-162059;-253.12;0.1364;298;1000;-225400
27002;2612;27005;-351158;-197.5;0.10589;298;1000;-400630
27003;3214;27006;-206254;-238.53;0.12681;298;1000;-266100
27004;3513;27007;-222230;-257.51999;0.13733999;298;1000;-286800
27005;2513;27008;-175636;-209.87;0.11596;298;1000;-227900
27006;2736;27009;-180799;-129.24001;6.6183001E-2;298;1000;-213450
27007;2225;27010;-330529;-183.13;9.6848004E-2;298;1000;-376520
27008;2986;27011;-422857;-219.89;0.12754001;298;1000;-477080
27009;3612;27012;-207815;-257.73001;0.13789999;298;1000;-272400
27010;3257;27013;-192040;-238.74001;0.12736;298;1000;-251900
27011;2877;27014;-203300;-219.36;0.12004;298;1000;-258030
27012;1845;27015;-314614;-164.14;8.6309999E-2;298;1000;-355880
27013;2985;27016;-367073;-216.49001;0.11643;298;1000;-421270
27014;2971;27017;-367073;-216.49001;0.11643;298;1000;-421270
27015;3215;27018;-218012;-233.7;0.12476;298;1000;-276600
27016;3514;27019;-233987;-252.69;0.1353;298;1000;-297300
27017;2566;27020;-345892;-197.28999;0.10534;298;1000;-395350
27018;3613;27021;-230273;-252.89999;0.13585;298;1000;-293600
27019;2935;27022;-361807;-216.28;0.11588;298;1000;-415990
27020;3602;27023;-233787;-252.69;0.1353;298;1000;-297100
27021;3216;27024;-218054;-238.53;0.12681;298;1000;-277900
27022;3515;27025;-233830;-257.51999;0.13733999;298;1000;-298400
27023;2737;27026;-180799;-129.24001;6.6183001E-2;298;1000;-213450
27024;3516;27027;-238830;-257.51999;0.13733999;298;1000;-303400
27025;2738;27028;-180799;-129.24001;6.6183001E-2;298;1000;-213450
27026;2100;27029;-68432;-158.67999;0.081478;298;1000;-108500
27027;2101;27030;-68432;-158.67999;0.081478;298;1000;-108500
27028;3405;27031;-236944;-257.31;0.13679001;298;1000;-301500
27029;4005;27032;-268844;-295.29001;0.15786999;298;1000;-342850
27030;1136;27033;-77290;-81.098999;0.040158;298;1000;-97900
27031;4419;27034;-348420;-390.23001;0.21055;298;1000;-446050
27032;2492;27035;-189721;-204.23;0.10812;298;1000;-241000
27033;4342;27036;-332505;-371.23999;0.20002;298;1000;-425410
27034;2166;27037;-175557;-175.11;9.6371002E-2;298;1000;-219200
27035;3143;27038;-221068;-238.32001;0.12626;298;1000;-280900
27036;4491;27039;-364335;-409.22;0.22109;298;1000;-466690
27037;2818;27040;-201856;-216.75;0.11486;298;1000;-256270
27038;4258;27041;-316589;-352.25;0.18948001;298;1000;-404770
27039;1809;27042;-163028;-155.46001;8.6363003E-2;298;1000;-201700
27040;1619;27043;88208;-96.722;5.0957002E-2;298;1000;63900
27041;3018;27044;193803;-106.22;5.5642001E-2;298;1000;167080
27042;2668;27045;117495;-111.45;5.6533001E-2;298;1000;89290
27043;4184;27046;-300674;-333.26001;0.17894;298;1000;-384130
27044;1271;27047;-241058;-85.974998;8.6182997E-2;298;1000;-259030
27045;1145;27048;81970;-126.26;6.9756001E-2;388;718;51000
27046;1956;27049;-12321;-12321;-12321;-12321;-12321;-12321
27047;4108;27050;-284759;-314.26999;0.16841;298;1000;-363490
27048;3861;27051;-252929;-276.29999;0.14733;298;1000;-322210
27049;1573;27052;-46368;-70.027;0.03427;298;1000;-64200
27050;1858;27053;-476229;-165.49001;0.087412;298;1000;-517800
27051;5441;27054;-12321;-12321;-12321;-12321;-12321;-60670
27052;1947;27055;-141383;-87.630997;5.1858999E-2;298;1000;-162900
27053;13988;27056;-12321;-12321;-12321;-12321;-12321;-12321
27054;7482;27057;-12321;-12321;-12321;-12321;-12321;-12321
27055;12372;27058;-12321;-12321;-12321;-12321;-12321;-12321
27056;9505;27059;-12321;-12321;-12321;-12321;-12321;-12321
27057;16071;27060;-12321;-12321;-12321;-12321;-12321;-12321
27058;16070;27061;-12321;-12321;-12321;-12321;-12321;-12321
27059;13578;27062;-12321;-12321;-12321;-12321;-12321;-12321
27060;6011;27063;-12321;-12321;-12321;-12321;-12321;-12321
27061;6350;27064;-12321;-12321;-12321;-12321;-12321;-12321
27062;15474;27065;-12321;-12321;-12321;-12321;-12321;-12321
27063;13127;27066;-12321;-12321;-12321;-12321;-12321;-12321
27064;9323;27067;-12321;-12321;-12321;-12321;-12321;-12321
27065;12591;27068;-12321;-12321;-12321;-12321;-12321;-12321
27066;19416;27069;-12321;-12321;-12321;-12321;-12321;-12321
27067;15346;27070;-12321;-12321;-12321;-12321;-12321;-12321
27068;15185;27071;-12321;-12321;-12321;-12321;-12321;-12321
27069;7469;27072;-12321;-12321;-12321;-12321;-12321;-12321
27070;12743;27073;-12321;-12321;-12321;-12321;-12321;-12321
27071;12811;27074;-12321;-12321;-12321;-12321;-12321;-12321
27072;8847;27075;-12321;-12321;-12321;-12321;-12321;-12321
27073;5981;27076;-12321;-12321;-12321;-12321;-12321;-12321
27074;8456;27077;-12321;-12321;-12321;-12321;-12321;-12321
27075;8969;27078;-12321;-12321;-12321;-12321;-12321;-12321
27076;12823;27079;-12321;-12321;-12321;-12321;-12321;-12321
27077;8359;27080;-12321;-12321;-12321;-12321;-12321;-12321
27078;11626;27081;-12321;-12321;-12321;-12321;-12321;-12321
27079;8026;27082;-12321;-12321;-12321;-12321;-12321;-12321
27080;7144;27083;-12321;-12321;-12321;-12321;-12321;-12321
27081;7403;27084;-12321;-12321;-12321;-12321;-12321;-12321
27082;6349;27085;-12321;-12321;-12321;-12321;-12321;-12321
27083;5974;27086;-12321;-12321;-12321;-12321;-12321;-12321
27084;14768;27087;-12321;-12321;-12321;-12321;-12321;-12321
27085;14161;27088;-12321;-12321;-12321;-12321;-12321;-12321
27086;17569;27089;-12321;-12321;-12321;-12321;-12321;-12321
27087;13648;27090;-12321;-12321;-12321;-12321;-12321;-12321
27088;5883;27091;-12321;-12321;-12321;-12321;-12321;-12321
27089;5914;27092;-12321;-12321;-12321;-12321;-12321;-12321
27090;7667;27093;-12321;-12321;-12321;-12321;-12321;-12321
27091;15130;27094;-12321;-12321;-12321;-12321;-12321;-12321
27092;8206;27095;-12321;-12321;-12321;-12321;-12321;-12321
27093;19473;27096;-12321;-12321;-12321;-12321;-12321;-12321
27094;14582;27097;-12321;-12321;-12321;-12321;-12321;-12321
27095;16696;27098;-12321;-12321;-12321;-12321;-12321;-12321
27096;19620;27099;-12321;-12321;-12321;-12321;-12321;-12321
27097;10637;27100;-12321;-12321;-12321;-12321;-12321;-12321
27098;17279;27101;-12321;-12321;-12321;-12321;-12321;-12321
27099;14047;27102;-12321;-12321;-12321;-12321;-12321;-12321
27100;15751;27103;-12321;-12321;-12321;-12321;-12321;-12321
27101;13470;27104;-12321;-12321;-12321;-12321;-12321;-12321
27102;7584;27105;-12321;-12321;-12321;-12321;-12321;-12321
27103;8207;27106;-12321;-12321;-12321;-12321;-12321;-12321
27104;15918;27107;-12321;-12321;-12321;-12321;-12321;-12321
27105;13818;27108;-12321;-12321;-12321;-12321;-12321;-12321
27106;12656;27109;-12321;-12321;-12321;-12321;-12321;-12321
27107;15914;27110;-12321;-12321;-12321;-12321;-12321;-12321
27108;14204;27111;-12321;-12321;-12321;-12321;-12321;-12321
27109;15180;27112;-12321;-12321;-12321;-12321;-12321;-12321
27110;10881;27113;-12321;-12321;-12321;-12321;-12321;-12321
27111;15949;27114;-12321;-12321;-12321;-12321;-12321;-12321
27112;15960;27115;-12321;-12321;-12321;-12321;-12321;-12321
27113;17198;27116;-12321;-12321;-12321;-12321;-12321;-12321
27114;7323;27117;-12321;-12321;-12321;-12321;-12321;-12321
27115;10007;27118;-12321;-12321;-12321;-12321;-12321;-12321
27116;18643;27119;-12321;-12321;-12321;-12321;-12321;-12321
27117;15753;27120;-12321;-12321;-12321;-12321;-12321;-12321
27118;15077;27121;-12321;-12321;-12321;-12321;-12321;-12321
27119;15466;27122;-12321;-12321;-12321;-12321;-12321;-12321
27120;11835;27123;-12321;-12321;-12321;-12321;-12321;-12321
27121;11103;27124;-12321;-12321;-12321;-12321;-12321;-12321
27122;16981;27125;-12321;-12321;-12321;-12321;-12321;-12321
27123;15465;27126;-12321;-12321;-12321;-12321;-12321;-12321
27124;12123;27127;-12321;-12321;-12321;-12321;-12321;-12321
27125;16359;27128;-12321;-12321;-12321;-12321;-12321;-12321
27126;16251;27129;-12321;-12321;-12321;-12321;-12321;-12321
27127;17062;27130;-12321;-12321;-12321;-12321;-12321;-12321
27128;15089;27131;-12321;-12321;-12321;-12321;-12321;-12321
27129;14312;27132;-12321;-12321;-12321;-12321;-12321;-12321
27130;16346;27133;-12321;-12321;-12321;-12321;-12321;-12321
27131;16075;27134;-12321;-12321;-12321;-12321;-12321;-12321
27132;17861;27135;-12321;-12321;-12321;-12321;-12321;-12321
27133;14926;27136;-12321;-12321;-12321;-12321;-12321;-12321
27134;19614;27137;-12321;-12321;-12321;-12321;-12321;-12321
27135;5879;27138;-12321;-12321;-12321;-12321;-12321;-12321
27136;5992;27139;-12321;-12321;-12321;-12321;-12321;-12321
27137;14194;27140;-12321;-12321;-12321;-12321;-12321;-12321
27138;7402;27141;-12321;-12321;-12321;-12321;-12321;-12321
27139;12124;27142;-12321;-12321;-12321;-12321;-12321;-12321
27140;19997;27143;-12321;-12321;-12321;-12321;-12321;-12321
27141;10025;27144;-12321;-12321;-12321;-12321;-12321;-12321
27142;12770;27145;-12321;-12321;-12321;-12321;-12321;-12321
27143;10533;27146;-12321;-12321;-12321;-12321;-12321;-12321
27144;13780;27147;-12321;-12321;-12321;-12321;-12321;-12321
27145;7106;27148;-12321;-12321;-12321;-12321;-12321;-12321
27146;19379;27149;-12321;-12321;-12321;-12321;-12321;-12321
27147;14282;27150;-12321;-12321;-12321;-12321;-12321;-12321
27148;14685;27151;-12321;-12321;-12321;-12321;-12321;-12321
27149;6014;27152;-12321;-12321;-12321;-12321;-12321;-12321
27150;6335;27153;-12321;-12321;-12321;-12321;-12321;-12321
27151;7042;27154;-12321;-12321;-12321;-12321;-12321;-12321
27152;5675;27155;-12321;-12321;-12321;-12321;-12321;-12321
27153;7647;27156;-12321;-12321;-12321;-12321;-12321;-12321
27154;14315;27157;-12321;-12321;-12321;-12321;-12321;-12321
27155;14289;27158;-12321;-12321;-12321;-12321;-12321;-12321
27156;12810;27159;-12321;-12321;-12321;-12321;-12321;-12321
27157;15948;27160;-12321;-12321;-12321;-12321;-12321;-12321
27158;6273;27161;-12321;-12321;-12321;-12321;-12321;-12321
27159;7289;27162;-12321;-12321;-12321;-12321;-12321;-12321
27160;13918;27163;-12321;-12321;-12321;-12321;-12321;-12321
27161;12972;27164;-12321;-12321;-12321;-12321;-12321;-12321
27162;19738;27165;-12321;-12321;-12321;-12321;-12321;-12321
27163;19739;27166;-12321;-12321;-12321;-12321;-12321;-12321
27164;19740;27167;-12321;-12321;-12321;-12321;-12321;-12321
27165;8404;27168;-12321;-12321;-12321;-12321;-12321;-12321
27166;11792;27169;-12321;-12321;-12321;-12321;-12321;-12321
27167;9228;27170;-12321;-12321;-12321;-12321;-12321;-12321
27168;12104;27171;-12321;-12321;-12321;-12321;-12321;-12321
27169;12617;27172;-12321;-12321;-12321;-12321;-12321;-12321
27170;8312;27173;-12321;-12321;-12321;-12321;-12321;-12321
27171;9456;27174;-12321;-12321;-12321;-12321;-12321;-12321
27172;11575;27175;-12321;-12321;-12321;-12321;-12321;-12321
27173;11968;27176;-12321;-12321;-12321;-12321;-12321;-12321
27174;9532;27177;-12321;-12321;-12321;-12321;-12321;-12321
27175;10933;27178;-12321;-12321;-12321;-12321;-12321;-12321
27176;12864;27179;-12321;-12321;-12321;-12321;-12321;-12321
27177;11300;27180;-12321;-12321;-12321;-12321;-12321;-12321
27178;14540;27181;-12321;-12321;-12321;-12321;-12321;-12321
27179;11352;27182;-12321;-12321;-12321;-12321;-12321;-12321
27180;13840;27183;-12321;-12321;-12321;-12321;-12321;-12321
27181;7582;27184;-12321;-12321;-12321;-12321;-12321;-12321
27182;11916;27185;-12321;-12321;-12321;-12321;-12321;-12321
27183;18943;27186;-12321;-12321;-12321;-12321;-12321;-12321
27184;18808;27187;-12321;-12321;-12321;-12321;-12321;-12321
27185;8563;27188;-12321;-12321;-12321;-12321;-12321;-12321
27186;18954;27189;-12321;-12321;-12321;-12321;-12321;-12321
27187;5836;27190;-12321;-12321;-12321;-12321;-12321;-12321
27188;3580;27191;-240773;-252.89999;0.13585;298;1000;-304100
27189;15794;27192;-12321;-12321;-12321;-12321;-12321;-12321
27190;2585;27193;-350606;-192.67;0.10385;298;1000;-398820
27191;3665;27194;-236773;-252.89999;0.13585;298;1000;-300100
27192;2597;27195;-351158;-197.5;0.10589;298;1000;-400630
27193;3666;27196;-229473;-252.89999;0.13585;298;1000;-292800
27194;2849;27197;-215017;-217.78999;0.11903;298;1000;-269370
27195;3462;27198;-246287;-252.69;0.1353;298;1000;-309600
27196;3185;27199;-230312;-233.7;0.12476;298;1000;-288900
27197;16334;27200;-12321;-12321;-12321;-12321;-12321;-12321
27198;15516;27201;-12321;-12321;-12321;-12321;-12321;-12321
27199;6942;27202;-12321;-12321;-12321;-12321;-12321;-12321
27200;3581;27203;-240673;-252.89999;0.13585;298;1000;-304000
27201;2946;27204;-367073;-216.49001;0.11643;298;1000;-421270
27202;3463;27205;-237230;-257.51999;0.13733999;298;1000;-301800
27203;3186;27206;-221454;-238.53;0.12681;298;1000;-281300
27204;15503;27207;-12321;-12321;-12321;-12321;-12321;-12321
27205;3464;27208;-241630;-257.51999;0.13733999;298;1000;-306200
27206;16377;27209;-12321;-12321;-12321;-12321;-12321;-12321
27207;15943;27210;-12321;-12321;-12321;-12321;-12321;-12321
27208;16258;27211;-12321;-12321;-12321;-12321;-12321;-12321
27209;8411;27212;-12321;-12321;-12321;-12321;-12321;-12321
27210;3465;27213;-244530;-257.51999;0.13733999;298;1000;-309100
27211;16350;27214;-12321;-12321;-12321;-12321;-12321;-12321
27212;14988;27215;-12321;-12321;-12321;-12321;-12321;-12321
27213;15520;27216;-12321;-12321;-12321;-12321;-12321;-12321
27214;9828;27217;-12321;-12321;-12321;-12321;-12321;-12321
27215;13915;27218;-12321;-12321;-12321;-12321;-12321;-12321
27216;2729;27219;-169145;-130.67;6.8911001E-2;298;1000;-201980
27217;387;27220;-90160;-74.279999;3.9450001E-2;298;1000;-108800
