ID;PROP_ID;COMP_ID;SolubilityInWaterTemperature;SolubilityInwaterInMass;SolubilityInWaterInMol;SolubilityInWaterStatus;SolubilityInWaterCoefficients;SolubilityInWaterTmin;SolubilityInWaterTmax;SolubilityInWaterA;SolubilityInWaterB;SolubilityInWaterC;SolubilityInWater@298;SolubilityStatus
30360;665;30363;25;409.51947;108.33641;Estimated;-12321;-12321;-12321;-12321;-12321;-12321;409.51947;Undefined
30361;1038;30364;-12321;-12321;-12321;Undefined;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
30362;4037;30365;-12321;-12321;-12321;Undefined;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
30363;1162;30366;25;121.3931;26.624788;Estimate;-12321;298.14999;394.45001;23.149721;-13391.144;2119982.5;121.3931;Estimate
30364;1039;30367;-12321;-12321;-12321;Undefined;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
30365;1456;30368;-12321;-12321;-12321;Undefined;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
30366;1170;30369;25;237.83334;52.168026;Estimate;-12321;298.14999;394.45001;23.441799;-13391.144;2119982.5;237.83334;Estimate
30367;1457;30370;-12321;-12321;-12321;Undefined;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
30368;1863;30371;-12321;-12321;-12321;Undefined;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
30369;1166;30372;25;86.18309;18.901762;Estimate;-12321;298.14999;394.45001;23.00095;-13391.144;2119982.5;86.18309;Estimate
30370;1167;30373;25;86.18309;18.901762;Estimate;-12321;298.14999;394.45001;23.00095;-13391.144;2119982.5;86.18309;Estimate
30371;1043;30374;25;411.47278;71.152084;Estimate;-12321;298.14999;394.45001;8.1691227;-2848.7461;355570.13;411.47278;Estimate
30372;1008;30375;25;27000;5639.083;Experimental;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
30373;842;30376;25;130;33.395542;Experimental;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
30374;673;30377;25;3171.0137;840.58435;Estimated;-12321;-12321;-12321;-12321;-12321;-12321;3171.0137;Undefined
30375;2180;30378;25;745.10712;103.13826;Estimate;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
30376;2043;30379;25;4.603045;0.738976;Estimate;-12321;298.14999;394.45001;21.728573;-13391.144;2119982.5;4.603045;Estimate
30377;1817;30380;25;1710.05;265.4924;Estimate;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
30378;1703;30381;25;20.565994;3.7733941;Estimated;-12321;-12321;-12321;-12321;-12321;-12321;20.565994;Undefined
30379;1661;30382;25;304.20148;56.997139;Estimate;-12321;298.14999;394.45001;23.548689;-13391.144;2119982.5;304.20148;Estimate
30380;2894;30383;25;131.82103;15.004878;Estimate;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
30381;2524;30384;25;320.53607;40.040134;Estimate;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
30382;1413;30385;25;5415.6235;959.1203;Estimate;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
30383;1241;30386;25;83.573326;17.890322;Estimated;-12321;-12321;-12321;-12321;-12321;-12321;83.573326;Undefined
30384;1177;30387;25;1128.8882;247.7906;Estimate;-12321;298.14999;394.45001;24.118177;-13391.144;2119982.5;1128.8882;Estimate
30385;1458;30388;-12321;-12321;-12321;Undefined;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
30386;1864;30389;-12321;-12321;-12321;Undefined;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
30387;1459;30390;-12321;-12321;-12321;Undefined;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
30388;1045;30391;25;622.17108;107.6049;Estimate;-12321;298.14999;394.45001;8.348691;-2848.7461;355570.13;622.17108;Estimate
30389;1009;30392;25;56000;11978.323;Experimental;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
30390;686;30393;-12321;-12321;-12321;Undefined;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
30391;1847;30394;25;3077.7415;478.38583;Estimate;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
30392;1731;30395;25;18.069839;3.3153989;Estimate;-12321;298.14999;394.45001;22.322481;-13391.144;2119982.5;18.069839;Estimate
30393;2574;30396;25;488.21249;60.994579;Estimate;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
30394;2235;30397;25;1284.473;177.8804;Estimate;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
30395;2108;30398;25;4.4722462;0.71797699;Estimate;-12321;298.14999;394.45001;21.716053;-13391.144;2119982.5;4.4722462;Estimate
30396;1636;30399;25;50.533016;7.2126012;Estimate;-12321;298.14999;394.45001;7.258357;-2848.7461;355570.13;50.533016;Estimate
30397;2185;30400;25;2419.146;335.34393;Estimate;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
30398;1821;30401;25;5545.1387;863.7088;Estimate;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
30399;1741;30402;25;4341.814;687.50793;Estimate;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
30400;2259;30403;25;1612.2255;223.33238;Estimate;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
30401;2125;30404;25;6.8668151;1.102405;Estimate;-12321;298.14999;394.45001;21.902283;-13391.144;2119982.5;6.8668151;Estimate
30402;3920;30405;-12321;-12321;-12321;Undefined;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
30403;2721;30406;-12321;-12321;-12321;Undefined;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
30404;2896;30407;25;131.82103;15.004878;Estimate;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
30405;2530;30408;25;1013.2787;126.65168;Estimate;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
30406;1417;30409;25;16100.513;2876.8733;Estimate;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
30407;1263;30410;25;17644.188;3220.0984;Estimate;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
30408;3918;30411;-12321;-12321;-12321;Undefined;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
30409;2711;30412;-12321;-12321;-12321;Undefined;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
30410;1495;30413;25;332.49481;50.671707;Estimate;-12321;298.14999;394.45001;8.0765667;-2848.7461;355570.13;332.49481;Estimate
30411;1049;30414;25;1284.5657;222.28836;Estimate;-12321;298.14999;394.45001;8.663538;-2848.7461;355570.13;1284.5657;Estimate
30412;3627;30415;25;0.007394;7.8200002E-4;Estimate;-12321;298.14999;394.45001;18.934406;-13391.144;2119982.5;0.007394;Estimate
30413;3262;30416;25;0.015314;1.7650001E-3;Estimate;-12321;298.14999;394.45001;19.250616;-13391.144;2119982.5;0.015314;Estimate
30414;1865;30417;-12321;-12321;-12321;Undefined;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
30415;3628;30418;25;8.9100003E-3;9.4200001E-4;Estimate;-12321;298.14999;394.45001;19.015381;-13391.144;2119982.5;8.9100003E-3;Estimate
30416;687;30419;-12321;-12321;-12321;Undefined;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
30417;2238;30420;25;1445.5825;200.2195;Estimate;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
30418;2111;30421;25;4.3450308;0.69755399;Estimate;-12321;298.14999;394.45001;21.70352;-13391.144;2119982.5;4.3450308;Estimate
30419;2248;30422;25;3492.1157;484.52878;Estimate;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
30420;3432;30423;25;0.006455;6.8300002E-4;Estimate;-12321;298.14999;394.45001;18.875429;-13391.144;2119982.5;0.006455;Estimate
30421;3163;30424;25;0.01555;0.001792;Estimate;-12321;298.14999;394.45001;19.257267;-13391.144;2119982.5;0.01555;Estimate
30422;2161;30425;25;0.72083199;0.11368;Estimated;-12321;298.14999;393.14999;15.416;-9272.5596;1381611.5;0.72083199;Estimated
30423;2190;30426;25;3263.9448;452.78091;Estimate;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
30424;1825;30427;25;9582.0518;1497.6295;Estimate;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
30425;2902;30428;25;181.96335;20.713381;Estimate;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
30426;2534;30429;25;622.10974;77.732079;Estimate;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
30427;1419;30430;25;33476.055;6069.6079;Estimate;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
30428;3629;30431;25;0.006455;6.8300002E-4;Estimate;-12321;298.14999;394.45001;18.875429;-13391.144;2119982.5;0.006455;Estimate
30429;3263;30432;25;0.012518;0.001443;Estimate;-12321;298.14999;394.45001;19.163073;-13391.144;2119982.5;0.012518;Estimate
30430;3630;30433;25;8.4990002E-3;8.9899998E-4;Estimate;-12321;298.14999;394.45001;18.994894;-13391.144;2119982.5;8.4990002E-3;Estimate
30431;1637;30434;25;72.8134;10.392888;Estimate;-12321;298.14999;394.45001;7.4169931;-2848.7461;355570.13;72.8134;Estimate
30432;2588;30435;25;1141.0192;142.63417;Estimate;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
30433;3433;30436;25;0.007394;7.8200002E-4;Estimate;-12321;298.14999;394.45001;18.934406;-13391.144;2119982.5;0.007394;Estimate
30434;3164;30437;25;0.018825;0.00217;Estimate;-12321;298.14999;394.45001;19.340252;-13391.144;2119982.5;0.018825;Estimate
30435;2334;30438;-12321;-12321;-12321;Undefined;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
30436;2195;30439;25;2626.4541;364.14636;Estimate;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
30437;3202;30440;25;0.024517;2.8260001E-3;Estimate;-12321;298.14999;394.45001;19.454998;-13391.144;2119982.5;0.024517;Estimate
30438;3495;30441;25;9.8019997E-3;0.001037;Estimate;-12321;298.14999;394.45001;19.056826;-13391.144;2119982.5;9.8019997E-3;Estimate
30439;2722;30442;-12321;-12321;-12321;Undefined;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
30440;2539;30443;25;1065.7637;133.218;Estimate;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
30441;3198;30444;25;0.022041;0.00254;Estimate;-12321;298.14999;394.45001;19.408756;-13391.144;2119982.5;0.022041;Estimate
30442;3488;30445;25;8.9100003E-3;9.4200001E-4;Estimate;-12321;298.14999;394.45001;19.015381;-13391.144;2119982.5;8.9100003E-3;Estimate
30443;2712;30446;-12321;-12321;-12321;Undefined;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
30444;3594;30447;25;0.012518;0.001324;Estimate;-12321;298.14999;394.45001;19.163073;-13391.144;2119982.5;0.012518;Estimate
30445;3631;30448;25;8.1099998E-3;8.5800001E-4;Estimate;-12321;298.14999;394.45001;18.974569;-13391.144;2119982.5;8.1099998E-3;Estimate
30446;3434;30449;25;9.8019997E-3;0.001037;Estimate;-12321;298.14999;394.45001;19.056826;-13391.144;2119982.5;9.8019997E-3;Estimate
30447;3165;30450;25;0.025868;2.9810001E-3;Estimate;-12321;298.14999;394.45001;19.478283;-13391.144;2119982.5;0.025868;Estimate
30448;2335;30451;-12321;-12321;-12321;Undefined;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
30449;1638;30452;25;72.8134;10.392888;Estimate;-12321;298.14999;394.45001;7.4169931;-2848.7461;355570.13;72.8134;Estimate
30450;3496;30453;25;0.01134;0.001199;Estimate;-12321;298.14999;394.45001;19.120134;-13391.144;2119982.5;0.01134;Estimate
30451;2723;30454;-12321;-12321;-12321;Undefined;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
30452;2909;30455;25;181.96335;20.713381;Estimate;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
30453;3489;30456;25;0.010286;0.001088;Estimate;-12321;298.14999;394.45001;19.07778;-13391.144;2119982.5;0.010286;Estimate
30454;2713;30457;-12321;-12321;-12321;Undefined;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
30455;3435;30458;25;8.1099998E-3;8.5800001E-4;Estimate;-12321;298.14999;394.45001;18.974569;-13391.144;2119982.5;8.1099998E-3;Estimate
30456;3166;30459;25;0.018825;0.00217;Estimate;-12321;298.14999;394.45001;19.340252;-13391.144;2119982.5;0.018825;Estimate
30457;2336;30460;-12321;-12321;-12321;Undefined;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
30458;3436;30461;25;7.7419998E-3;8.1900001E-4;Estimate;-12321;298.14999;394.45001;18.954405;-13391.144;2119982.5;7.7419998E-3;Estimate
30459;2048;30462;25;2.42678;0.38959599;Estimate;-12321;298.14999;394.45001;21.450558;-13391.144;2119982.5;2.42678;Estimate
30460;1707;30463;25;10.016442;1.837774;Estimate;-12321;298.14999;394.45001;22.06624;-13391.144;2119982.5;10.016442;Estimate
30461;1244;30464;25;45.968048;9.8399677;Estimated;-12321;-12321;-12321;-12321;-12321;-12321;45.968048;Undefined
30462;2058;30465;25;2.573293;0.41311699;Estimate;-12321;298.14999;394.45001;21.476017;-13391.144;2119982.5;2.573293;Estimate
30463;1715;30466;25;11.098482;2.036304;Estimate;-12321;298.14999;394.45001;22.11079;-13391.144;2119982.5;11.098482;Estimate
30464;2049;30467;25;2.42678;0.38959599;Estimate;-12321;298.14999;394.45001;21.450558;-13391.144;2119982.5;2.42678;Estimate
30465;1708;30468;25;11.234113;2.0611889;Estimate;-12321;298.14999;394.45001;22.116066;-13391.144;2119982.5;11.234113;Estimate
30466;2059;30469;25;2.573293;0.41311699;Estimate;-12321;298.14999;394.45001;21.476017;-13391.144;2119982.5;2.573293;Estimate
30467;1716;30470;25;12.288345;2.2546179;Estimate;-12321;298.14999;394.45001;22.155022;-13391.144;2119982.5;12.288345;Estimate
30468;3777;30471;-12321;-12321;-12321;Undefined;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
30469;930;30472;25;27391.723;5855.8696;Estimate;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
30470;823;30473;-12321;-12321;-12321;Undefined;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
30471;2472;30474;-12321;-12321;-12321;Undefined;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
30472;1056;30475;25;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
30473;1656;30476;-12321;-12321;-12321;Undefined;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
30474;1149;30477;-12321;-12321;-12321;Undefined;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
30475;3135;30478;25;0.012518;0.001443;Estimate;-12321;298.14999;394.45001;19.163073;-13391.144;2119982.5;0.012518;Estimate
30476;3890;30479;-12321;-12321;-12321;Undefined;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
30477;3858;30480;25;2.3320001E-3;0.000228;Estimate;-12321;298.14999;394.45001;18.433275;-13391.144;2119982.5;2.3320001E-3;Estimate
30478;593;30481;-12321;-12321;-12321;Undefined;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
30479;4339;30482;-12321;-12321;-12321;Undefined;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
30480;2159;30483;25;0.792;0.124904;Experimental;-12321;298.14999;393.14999;14.588;-8755.0254;1304498.8;0.792;Experimental
30481;4255;30484;-12321;-12321;-12321;Undefined;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
30482;1805;30485;25;2.6400001;0.47462901;Experimental;-12321;298.14999;393.14999;13.872;-8016.2021;1194414.1;2.6400001;Experimental
30483;4488;30486;-12321;-12321;-12321;Undefined;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
30484;2811;30487;25;4.0502001E-2;5.1279999E-3;Estimated;-12321;298.14999;393.14999;20.802999;-13228.564;1971056;4.0502001E-2;Estimated
30485;4416;30488;-12321;-12321;-12321;Undefined;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
30486;2486;30489;25;0.15652999;0.021986;Estimated;-12321;298.14999;393.14999;18.398001;-11445.016;1705307.4;0.15652999;Estimated
30487;4181;30490;25;0.001059;8.3999999E-5;Estimate;-12321;298.14999;394.45001;18.090256;-13391.144;2119982.5;0.001059;Estimate
30488;1255;30491;25;6340.1665;1146.3093;Estimate;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
30489;1407;30492;25;17.91;3.7440691;Experimental;-12321;298.14999;393.14999;8.198;-4138.9521;616703.88;17.91;Experimental
30490;1207;30493;-12321;-12321;-12321;Undefined;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
30491;1122;30494;25;-12321;-12321;Experimental;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
30492;2636;30495;-12321;-12321;-12321;Undefined;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
30493;4105;30496;25;0.001098;9.3000002E-5;Estimate;-12321;298.14999;394.45001;18.106199;-13391.144;2119982.5;0.001098;Estimate
30494;936;30497;-12321;-12321;-12321;Undefined;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
30495;1314;30498;-12321;-12321;-12321;Undefined;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
30496;957;30499;-12321;-12321;-12321;Undefined;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
30497;599;30500;25;400;73.429001;Undefined;-12321;-12321;-12321;-12321;-12321;-12321;531.57861;Undefined
30498;4002;30501;25;0.001427;0.00013;Estimate;-12321;298.14999;394.45001;18.219988;-13391.144;2119982.5;0.001427;Estimate
30499;3396;30502;25;4.9740002E-3;5.2599999E-4;Estimate;-12321;298.14999;394.45001;18.76227;-13391.144;2119982.5;4.9740002E-3;Estimate
30500;1395;30503;-12321;-12321;-12321;Undefined;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
30501;1396;30504;-12321;-12321;-12321;Undefined;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
30502;1563;30505;-12321;-12321;-12321;Undefined;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
30503;1388;30506;-12321;-12321;-12321;Undefined;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
30504;995;30507;-12321;-12321;-12321;Undefined;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
30505;4375;30508;-12321;-12321;-12321;Undefined;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
30506;2520;30509;25;440.11859;54.983677;Estimate;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
30507;2364;30510;25;4.86445;0.70543498;Estimate;-12321;298.14999;394.45001;21.752562;-13391.144;2119982.5;4.86445;Estimate
30508;4296;30511;-12321;-12321;-12321;Undefined;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
30509;2177;30512;25;1458.4369;202.00211;Estimate;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
30510;1994;30513;25;19.731133;3.2256351;Estimate;-12321;298.14999;394.45001;22.36068;-13391.144;2119982.5;19.731133;Estimate
30511;12183;30514;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
30512;4067;30515;25;6.9817998E-2;6.0359999E-3;Estimate;-12321;298.14999;394.45001;19.909492;-13391.144;2119982.5;6.9817998E-2;Estimate
30513;1041;30516;25;510.59387;88.2994;Estimate;-12321;298.14999;394.45001;8.2628574;-2848.7461;355570.13;510.59387;Estimate
30514;1006;30517;25;52000;11085.803;Experimental;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
30515;3037;30518;25;6.8867631;0.83688003;Estimate;-12321;298.14999;394.45001;6.392797;-2848.7461;355570.13;6.8867631;Estimate
30516;2571;30519;25;627.76343;78.438889;Estimate;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
30517;2325;30520;-12321;-12321;-12321;Undefined;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
30518;1630;30521;25;50.533016;7.2126012;Estimate;-12321;298.14999;394.45001;7.258357;-2848.7461;355570.13;50.533016;Estimate
30519;11786;30522;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
30520;9910;30523;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
30521;3963;30524;25;8.3150998E-2;7.7069998E-3;Estimate;-12321;298.14999;394.45001;19.985397;-13391.144;2119982.5;8.3150998E-2;Estimate
30522;3816;30525;25;0.12154;0.012142;Estimate;-12321;298.14999;394.45001;20.150246;-13391.144;2119982.5;0.12154;Estimate
30523;3096;30526;25;0.50801599;6.0098998E-2;Estimate;-12321;298.14999;394.45001;20.771404;-13391.144;2119982.5;0.50801599;Estimate
30524;13062;30527;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
30525;6604;30528;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
30526;15614;30529;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
30527;15598;30530;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
30528;10689;30531;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
30529;7028;30532;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
30530;6659;30533;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
30531;9669;30534;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
30532;5716;30535;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
30533;13369;30536;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
30534;17767;30537;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
30535;7205;30538;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
30536;9106;30539;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
30537;7244;30540;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
30538;7201;30541;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
30539;19318;30542;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
30540;8274;30543;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
30541;6559;30544;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
30542;18326;30545;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
30543;15002;30546;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
30544;18245;30547;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
30545;10196;30548;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
30546;18877;30549;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
30547;15192;30550;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
30548;8615;30551;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
30549;8614;30552;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
30550;5750;30553;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
30551;8536;30554;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
30552;7617;30555;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
30553;6197;30556;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
30554;12237;30557;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
30555;18402;30558;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
30556;10515;30559;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
30557;18403;30560;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
30558;17876;30561;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
30559;17394;30562;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
30560;16746;30563;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
30561;14300;30564;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
30562;12141;30565;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
30563;16074;30566;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
30564;10424;30567;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
30565;5795;30568;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
30566;10066;30569;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
30567;7272;30570;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
30568;9598;30571;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
30569;7227;30572;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
30570;8245;30573;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
30571;6777;30574;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
30572;8759;30575;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
30573;13698;30576;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
30574;12149;30577;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
30575;8914;30578;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
30576;15720;30579;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
30577;7601;30580;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
30578;8944;30581;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
30579;7619;30582;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
30580;17167;30583;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
30581;6306;30584;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
30582;5778;30585;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
30583;10121;30586;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
30584;14438;30587;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
30585;14436;30588;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
30586;11198;30589;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
30587;11215;30590;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
30588;17868;30591;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
30589;18622;30592;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
