ID;PROP_ID;COMP_ID;EnthalpyOfVapourizationA;EnthalpyOfVapourizationB;EnthalpyOfVapourizationN;EnthalpyOfVapourizationTmin;EnthalpyOfVapourizationTmax
29832;17464;29835;74097.82;723;0.37725899;200;723
29833;17465;29836;60427.379;601;0.45118099;200;601
29834;10825;29837;-12321;-12321;-12321;-12321;-12321
29835;8004;29838;60210.758;607.5;0.407121;200;607.5
29836;9502;29839;51608.012;598.5;0.379513;200;598.5
29837;6926;29840;67082.781;735;0.37816;277.50299;735
29838;8892;29841;62194.23;645;0.36325899;209.2;645
29839;10049;29842;54764.328;611;0.382936;200;611
29840;18459;29843;83186.977;763;0.401678;200;763
29841;8641;29844;73754.625;806;0.37676001;200;806
29842;6927;29845;67452.781;730;0.386002;269.836;730
29843;6263;29846;46074.02;561.44098;0.37913999;200;561.44098
29844;6082;29847;57517.648;636;0.362564;200;636
29845;17682;29848;88558.727;774;0.37631699;200;774
29846;10251;29849;94949.586;840;0.403312;305.10001;840
29847;12334;29850;-12321;-12321;-12321;-12321;-12321
29848;19324;29851;88391.508;859;0.42079699;200;859
29849;9494;29852;126820.2;931;0.468707;200;931
29850;15757;29853;90663.961;897;0.399872;396.10001;897
29851;16039;29854;93430.773;787;0.41900101;200;787
29852;10292;29855;74073.25;753;0.41155601;200;753
29853;11365;29856;48186.781;553;0.39705899;200;553
29854;12103;29857;68625.086;634;0.39293501;200;634
29855;10951;29858;55090.164;572;0.406775;200;572
29856;7959;29859;59662.586;620;0.39704901;200;620
29857;18665;29860;104959.69;719;0.44852901;200;719
29858;11934;29861;58484.23;622;0.37655401;200;622
29859;9084;29862;48997.836;569;0.395852;200;569
29860;10859;29863;67429.203;658.59998;0.42105901;200;658.59998
29861;12346;29864;44388.07;534;0.37853801;200;534
29862;8398;29865;68345.711;728;0.341308;325.60001;728
29863;14614;29866;74798.664;744;0.35034001;200;744
29864;7738;29867;65108.91;605;0.405718;200;605
29865;16080;29868;62680.336;733;0.430493;200;733
29866;15459;29869;79001.875;665;0.37712899;200;665
29867;14599;29870;70395.523;764;0.33448601;200;764
29868;14701;29871;70585.367;764;0.33726001;200;764
29869;9747;29872;80018.859;732;0.39706299;268.10001;732
29870;5990;29873;86582.32;735;0.41059101;322;735
29871;7500;29874;108195.59;763;0.424905;436.10001;763
29872;12217;29875;83450.898;774;0.40299699;340.10001;774
29873;10483;29876;69135.43;656;0.39573601;200;656
29874;9452;29877;50903.078;593;0.376596;200;593
29875;12516;29878;123768.95;762;0.45999801;405.60001;762
29876;11909;29879;59310.125;597;0.44096601;200;597
29877;9236;29880;-12321;-12321;-12321;-12321;-12321
29878;7190;29881;120154.56;842;0.42525199;407.66;842
29879;10510;29882;88380.656;770;0.37904099;365.10001;770
29880;10060;29883;48617.77;545;0.38407499;200;545
29881;13936;29884;89760.07;664;0.41687;200;664
29882;12185;29885;78512.813;693;0.392692;294.84;693
29883;12186;29886;81208.109;692;0.40184999;200;692
29884;11740;29887;67326.953;569;0.412025;200;569
29885;12705;29888;125185.37;825;0.465707;484;825
29886;14981;29889;-12321;-12321;-12321;-12321;-12321
29887;2579;29890;76534;627.63;0.38;238.92999;627.63
29888;2954;29891;76160;629.12;0.38;267.62;629.12
29889;2599;29892;69600;597.59998;0.38;256.35001;597.59998
29890;3477;29893;66541;635.70001;0.38;211.92;635.70001
29891;3194;29894;61562;616.64001;0.38;200.64999;616.64001
29892;9970;29895;43833.988;595;0.41333199;200;595
29893;13093;29896;58426.199;617;0.42271;200;617
29894;16638;29897;57719.898;617;0.41855699;200;617
29895;12510;29898;60276.727;625;0.369387;200;625
29896;12475;29899;76479.844;581;0.403644;200;581
29897;17770;29900;57241.508;624.5;0.42365301;200;624.5
29898;16637;29901;54301.141;616.40002;0.40713301;200;616.40002
29899;8137;29902;55380.598;594;0.382386;181.67999;594
29900;3478;29903;67886;640.25;0.38;179.5;640.25
29901;10725;29904;90693.516;770;0.40737101;447.94;770
29902;15838;29905;64109.078;658.70001;0.406652;200;658.70001
29903;10491;29906;93287.844;651;0.43809801;200;651
29904;10023;29907;76715.391;616;0.41238701;298.09439;616
29905;3479;29908;67570;637.53003;0.38;179.5;637.53003
29906;16248;29909;69650.711;659;0.37134999;200;659
29907;3206;29910;64859;621.48999;0.38;183.23;621.48999
29908;3501;29911;68292;636.65997;0.38;194.5;636.65997
29909;2732;29912;77519;742.71997;0.38;349.14999;742.71997
29910;2358;29913;71316;743.84003;0.38;106.7;743.84003
29911;2206;29914;75645;616.16998;0.38;210.24001;616.16998
29912;2074;29915;49568;551.31;0.38;147.66;551.31
29913;2747;29916;79630;761.5;0.38;353.14999;761.5
29914;2217;29917;70547;588.34998;0.38;195.24001;588.34998
29915;3227;29918;63019;630.56;0.38;200.64999;630.56
29916;3534;29919;67326;642.54999;0.38;211.92;642.54999
29917;2562;29920;73772;605.89001;0.38;238.92999;605.89001
29918;2228;29921;68028;580.75;0.38;227.66;580.75
29919;2929;29922;78138;619.15002;0.38;250.2;619.15002
29920;3228;29923;64182;628.04999;0.38;168.23;628.04999
29921;3535;29924;67886;640.25;0.38;179.5;640.25
29922;2748;29925;79187;757.44;0.38;363.64999;757.44
29923;2569;29926;76774;616.34003;0.38;206.50999;616.34003
29924;3620;29927;67007;639.85999;0.38;164.5;639.85999
29925;3607;29928;67728;638.89001;0.38;179.5;638.89001
29926;3536;29929;66384;634.33002;0.38;211.92;634.33002
29927;3537;29930;67886;640.25;0.38;179.5;640.25
29928;2087;29931;50526;564.15002;0.38;145.38;564.15002
29929;2088;29932;50526;564.15002;0.38;145.38;564.15002
29930;3413;29933;68770;640.71997;0.38;194.5;640.71997
29931;2496;29934;56442;583.20001;0.38;170.25999;583.20001
29932;3150;29935;65009;622.87;0.38;183.23;622.87
29933;2824;29936;60682;606.29999;0.38;219.16;606.29999
29934;1623;29937;60202;667.20001;0.38;266.64999;667.20001
29935;2669;29938;63393;679.34003;0.38;232.31;679.34003
29936;1960;29939;66809;730.97998;0.38;248.00999;730.97998
29937;1577;29940;96240;814;0.38;365.64999;814
29938;1951;29941;85430;715.65002;0.456;336.59;715.65002
29939;12511;29942;79205.883;755;0.43647599;200;755
29940;15938;29943;102428.31;830;0.41860899;403.60001;830
29941;15937;29944;99124.281;807;0.41967899;382.60001;807
29942;12175;29945;83459.617;784;0.45321801;200;784
29943;8391;29946;102464.95;748;0.408797;200;748
29944;8743;29947;147895.25;1015;0.43231499;463.66;1015
29945;19114;29948;100413.55;858;0.41070801;200;858
29946;12271;29949;-12321;-12321;-12321;-12321;-12321
29947;5676;29950;104786.28;789;0.418203;460.51001;789
29948;11305;29951;102435.75;822;0.41950899;356.64999;822
29949;7498;29952;83766.031;786;0.40130699;338.10001;786
29950;7278;29953;96357.383;707;0.42039299;340.98001;707
29951;9276;29954;66191.18;698;0.39913699;200;698
29952;14400;29955;107117.52;826;0.41177201;378.64999;826
29953;11144;29956;90524.07;668;0.43826899;200;668
29954;15793;29957;75564.961;751;0.437437;200;751
29955;14957;29958;80528.242;773;0.44576001;200;773
29956;14928;29959;78909.242;731;0.50200701;200;731
29957;14714;29960;77859.547;723;0.432105;200;723
29958;15453;29961;76559.477;667;0.37193301;200;667
29959;15355;29962;61045.023;634;0.39939499;200;634
29960;8742;29963;137464.98;1105;0.42459401;488.91;1105
29961;8385;29964;103352.7;820;0.42433599;200;820
29962;6959;29965;100573.05;785;0.42935199;200;785
29963;14453;29966;54260.219;597;0.38440299;200;597
29964;14885;29967;67738.891;719;0.34698999;200;719
29965;14963;29968;56146.262;585;0.44202;200;585
29966;8353;29969;67963.047;698;0.43564099;200;698
29967;14573;29970;70231.359;638;0.419301;333.60001;638
29968;11931;29971;66881.156;606;0.414217;200;606
29969;8604;29972;80075.945;644;0.407893;200;644
29970;8345;29973;111878.3;882;0.44519699;200;882
29971;17063;29974;68126.914;645;0.384262;200;645
29972;15069;29975;104974.02;680;0.432096;200;680
29973;15837;29976;62543.258;648;0.432017;200;648
29974;15084;29977;86942.008;665;0.39350501;200;665
29975;15841;29978;72350.203;742;0.43187201;200;742
29976;15094;29979;112839.72;694;0.43525299;200;694
29977;13775;29980;66335.211;657;0.35343301;200;657
29978;10507;29981;73426.023;722;0.39208499;200;722
29979;6949;29982;99922.953;761;0.42913401;200;761
29980;16298;29983;106610.8;760;0.414597;318.89999;760
29981;16297;29984;137541.66;810;0.53194398;420.60001;810
29982;11649;29985;80907.648;777;0.390248;295.70001;777
29983;9157;29986;67398.156;667;0.436288;200;667
29984;7964;29987;51954.738;591;0.37615299;200;591
29985;15096;29988;76480.469;677;0.37843001;183.2;677
29986;14744;29989;106244.3;756;0.472532;200;756
29987;15571;29990;69651.109;663;0.36339599;200;663
29988;14210;29991;61889.41;651;0.34804699;200;651
29989;13857;29992;82367;689;0.39914501;200;689
29990;15648;29993;62302.105;600.90002;0.413645;200;600.90002
29991;17814;29994;110701.44;783;0.49712101;200;783
29992;5727;29995;66116.422;670;0.404697;200;670
29993;11428;29996;109236.82;774;0.48702499;200;774
29994;12022;29997;107901.06;765;0.48030999;200;765
29995;14726;29998;104098.96;745;0.465857;200;745
29996;6039;29999;129758.35;867;0.447777;200;867
29997;16498;30000;180955.52;1125;0.45262;332.60001;1125
29998;7230;30001;122232.04;839;0.43621001;399.20001;839
29999;10961;30002;60617.637;650;0.35990599;200;650
30000;8071;30003;73813.148;621;0.40759599;200;621
30001;12942;30004;56919.715;619;0.383957;200;619
30002;12351;30005;55276.75;585.59998;0.39462399;200;585.59998
30003;11572;30006;63360.84;653;0.39300999;200;653
30004;3480;30007;66384;634.33002;0.38;211.92;634.33002
30005;15521;30008;76874.313;700;0.357391;200;700
30006;16660;30009;60870.352;659;0.36023599;200;659
30007;14475;30010;-12321;-12321;-12321;-12321;-12321
30008;9981;30011;119320.08;720;0.51713502;200;720
30009;9358;30012;178299.31;861;0.54674298;274.45001;861
30010;8818;30013;-12321;-12321;-12321;-12321;-12321
30011;11907;30014;-12321;-12321;-12321;-12321;-12321
30012;12574;30015;-12321;-12321;-12321;-12321;-12321
30013;13805;30016;143134.45;742;0.468364;200;742
30014;8587;30017;128324.74;735;0.46844399;200;735
30015;13113;30018;146342.36;748;0.47159699;200;748
30016;7851;30019;94237.516;706;0.40582401;200;706
30017;10187;30020;164962.98;830;0.47740301;264.45999;830
30018;12268;30021;114480.03;728;0.42777699;200;728
30019;19553;30022;108542.06;910;0.40973401;200;910
30020;10451;30023;-12321;-12321;-12321;-12321;-12321
30021;3502;30024;69088;643.42999;0.38;194.5;643.42999
30022;3538;30025;67798;646.65997;0.38;211.92;646.65997
30023;2563;30026;73772;605.89001;0.38;238.92999;605.89001
30024;2930;30027;77989;618.02002;0.38;250.2;618.02002
30025;3539;30028;67728;638.89001;0.38;179.5;638.89001
30026;2940;30029;79065;613.56;0.38;217.78;613.56
30027;3414;30030;68929;642.08002;0.38;194.5;642.08002
30028;3151;30031;65310;625.60999;0.38;183.23;625.60999
30029;2825;30032;61216;608.29999;0.38;219.16;608.29999
30030;3023;30033;79206;780.40997;0.38;330.14999;780.40997
30031;16147;30034;83329.484;679;0.42371699;200;679
30032;18667;30035;155219.36;1012;0.42658499;514;1012
30033;14375;30036;83854.586;802;0.400785;343.10001;802
30034;14336;30037;103807.27;883;0.403063;461.10999;883
30035;15872;30038;71318.031;645;0.38187599;200;645
30036;8952;30039;116061.98;733;0.43208501;350.60001;733
30037;6389;30040;149599.14;858;0.46411899;200;858
30038;17147;30041;57684.383;632;0.414996;200;632
30039;16330;30042;55453.859;569.90002;0.40180501;200;569.90002
30040;15184;30043;57412.199;596;0.43561199;200;596
30041;10452;30044;-12321;-12321;-12321;-12321;-12321
30042;14080;30045;76889.273;757;0.38749301;200;757
30043;13993;30046;101647.41;858;0.41359401;421.60001;858
30044;13938;30047;53174.574;580;0.401151;200;580
30045;19726;30048;67554.664;634;0.41280901;200;634
30046;9635;30049;207895.31;1194;0.42859501;570;1194
30047;6299;30050;99165.828;707;0.46439999;200;707
30048;10062;30051;91551.242;731;0.39803001;200;731
30049;9510;30052;83327.297;666;0.402798;200;666
30050;12313;30053;87669.273;715;0.42077899;200;715
30051;15144;30054;105964.06;789;0.519301;200;789
30052;15143;30055;113966.99;800;0.524777;200;800
30053;13842;30056;108620.59;762;0.47524101;200;762
30054;12634;30057;97597.766;770;0.43816;200;770
30055;15147;30058;116956.23;784;0.51656002;200;784
30056;17379;30059;93168.984;812;0.37804899;200;812
30057;14965;30060;118566.63;768;0.495388;200;768
30058;17906;30061;-12321;-12321;-12321;-12321;-12321
30059;9719;30062;57753.793;651;0.36397699;200;651
30060;15501;30063;88669.711;674;0.39189601;200;674
30061;17732;30064;103974.16;696;0.44756299;200;696
30062;15075;30065;101385.66;707;0.45544201;200;707
30063;2915;30066;84085;638.53998;0.38;232.78;638.53998
30064;2923;30067;82796;641.33002;0.38;217.78;641.33002
30065;2931;30068;78688;623.33002;0.38;250.2;623.33002
30066;3415;30069;69088;643.42999;0.38;194.5;643.42999
30067;3152;30070;65611;628.35999;0.38;183.23;628.35999
30068;3024;30071;79358;781.84998;0.38;352.14999;781.84998
30069;8449;30072;74651.07;666;0.36664101;200;666
30070;17826;30073;108466.5;794;0.39919901;200;794
30071;11330;30074;67156.797;626;0.44824201;200;626
30072;14994;30075;115532.19;752;0.45243099;200;752
30073;13393;30076;116580.11;759;0.45258999;200;759
30074;6207;30077;112924.67;746;0.45235199;200;746
30075;10243;30078;65350.887;586;0.40530801;200;586
30076;8654;30079;71351.352;657;0.363139;200;657
30077;17743;30080;128142.03;711;0.424153;200;711
30078;17930;30081;152664.8;710;0.43954599;200;710
30079;17747;30082;86341.664;802;0.39011401;200;802
30080;13710;30083;62841.457;620;0.45813599;200;620
30081;13203;30084;126007.29;696;0.465554;200;696
30082;10365;30085;86846.25;669;0.43628699;200;669
30083;15892;30086;64858.98;618;0.43726701;200;618
30084;10244;30087;69422.242;653;0.378479;200;653
30085;16455;30088;74524.555;662;0.392371;200;662
30086;6173;30089;86966.57;671;0.40256599;200;671
30087;6174;30090;71778.172;662;0.40008;200;662
30088;17711;30091;65423.359;643;0.40970799;200;643
30089;17522;30092;60609.133;636;0.40441099;200;636
30090;10477;30093;95258.75;710;0.44360799;200;710
30091;15596;30094;76836.227;674;0.37235701;200;674
30092;17290;30095;77785.781;755;0.37701499;200;755
30093;3416;30096;69566;647.48999;0.38;194.5;647.48999
30094;3025;30097;77835;767.47998;0.38;300.45001;767.47998
30095;8504;30098;95822.945;708;0.39390299;200;708
30096;10655;30099;74342.609;683;0.37294099;225.2;683
30097;17507;30100;103999.24;901;0.34648499;200;901
30098;17749;30101;118677.63;708;0.48366201;200;708
30099;5501;30102;-12321;-12321;-12321;-12321;-12321
30100;6385;30103;94811.195;738;0.369194;200;738
30101;17427;30104;98091.43;735;0.379334;200;735
30102;17425;30105;101743.76;721;0.49882701;200;721
30103;17424;30106;93287.609;719;0.38579601;200;719
30104;11222;30107;87264.07;694;0.46347699;211.2;694
30105;16610;30108;65585.836;701;0.422144;200;701
30106;11700;30109;98761.031;664;0.45618901;200;664
30107;13892;30110;84827.922;677;0.41937599;200;677
30108;1983;30111;50381;597.91998;0.38;159.44;597.91998
30109;1650;30112;45888;557.41998;0.38;127.87;557.41998
30110;1792;30113;54019;641.35999;0.38;254.74001;641.35999
30111;1311;30114;50031;607.56;0.38;246.99001;607.56
30112;1985;30115;50381;597.91998;0.38;159.44;597.91998
30113;1652;30116;45888;557.41998;0.38;127.87;557.41998
30114;1794;30117;54019;641.35999;0.38;254.74001;641.35999
30115;1987;30118;50381;597.91998;0.38;159.44;597.91998
30116;17039;30119;54610.68;610;0.38764;200;610
30117;1984;30120;50381;597.91998;0.38;159.44;597.91998
30118;1651;30121;45888;557.41998;0.38;127.87;557.41998
30119;1793;30122;54019;641.35999;0.38;254.74001;641.35999
30120;1312;30123;50031;607.56;0.38;246.99001;607.56
30121;1986;30124;50381;597.91998;0.38;159.44;597.91998
30122;1653;30125;45888;557.41998;0.38;127.87;557.41998
30123;1795;30126;54019;641.35999;0.38;254.74001;641.35999
30124;1988;30127;50381;597.91998;0.38;159.44;597.91998
30125;11840;30128;85674.547;694;0.41085601;200;694
30126;9013;30129;91958.93;819;0.43047601;200;819
30127;17865;30130;91031.992;693;0.4562;200;693
30128;17866;30131;118078.84;744;0.45852599;200;744
30129;11359;30132;58731.168;735;0.309212;200;735
30130;10979;30133;100164.41;791;0.41058001;400.42999;791
30131;11351;30134;62251.93;637;0.38357601;200;637
30132;10644;30135;58266.723;594;0.382624;200;594
30133;8740;30136;55823.688;669;0.374461;218.39;669
30134;17435;30137;83836.008;725;0.38655999;200;725
30135;17073;30138;87578.695;700;0.362881;200;700
30136;12029;30139;87590.563;802;0.42371601;200;802
30137;15279;30140;130444.3;919;0.506751;200;919
30138;14972;30141;121805.2;895;0.420809;200;895
30139;17071;30142;74525.68;681;0.41954699;200;681
30140;17905;30143;-12321;-12321;-12321;-12321;-12321
30141;14839;30144;111519.68;730;0.477175;200;730
30142;18229;30145;70602.594;653;0.380382;200;653
30143;14838;30146;102683.93;721;0.422012;200;721
30144;5683;30147;-12321;-12321;-12321;-12321;-12321
30145;9959;30148;55898.723;576;0.38265401;200;576
30146;12365;30149;45315.535;628;0.32484001;200;628
30147;8564;30150;78571.805;685;0.40356699;200;685
30148;15737;30151;91401.164;698;0.42078701;200;698
30149;10462;30152;104517.23;764;0.42702299;324.60001;764
30150;9863;30153;60641.348;610;0.38632399;200;610
30151;18147;30154;81990.297;680;0.42987499;200;680
30152;16183;30155;56513.469;618;0.38666901;200;618
30153;19621;30156;70783.398;756;0.38034701;200;756
30154;17552;30157;-12321;-12321;-12321;-12321;-12321
30155;14717;30158;111519.68;730;0.477175;200;730
30156;16115;30159;110480.77;813;0.41663301;480.70001;813
30157;18668;30160;-12321;-12321;-12321;-12321;-12321
30158;18145;30161;80169.539;677;0.40139401;200;677
30159;9899;30162;62419.633;631;0.37869701;200;631
30160;13023;30163;55716.25;609;0.38612899;200;609
30161;14000;30164;102683.93;721;0.422012;200;721
30162;9135;30165;70363.859;750;0.384626;200;750
30163;9006;30166;129602.09;820;0.45092401;370.85001;820
30164;8281;30167;154203;824;0.47203699;200;824
30165;16116;30168;179772.78;1039;0.51116198;450.39999;1039
30166;15058;30169;56223.41;617;0.37580499;200;617
30167;18324;30170;115581.24;864;0.424963;200;864
30168;13025;30171;61676.031;622;0.37542999;200;622
30169;18322;30172;109894.36;867;0.42301399;200;867
30170;18323;30173;124635.43;775;0.55731899;200;775
30171;10957;30174;111533.59;811;0.415939;485;811
30172;6963;30175;141082;760;0.45130199;402.42001;760
30173;18330;30176;115581.24;864;0.424963;200;864
30174;12375;30177;123871.29;781;0.488839;376.42001;781
30175;18328;30178;105953.52;844;0.41902199;200;844
30176;12225;30179;63964.02;710;0.45404199;200;710
30177;12203;30180;73787.18;626.5;0.441816;200;626.5
30178;9179;30181;61450.695;609;0.401485;200;609
30179;9178;30182;59200.781;625;0.367957;200;625
30180;6380;30183;62111.711;630;0.37426499;200;630
30181;8410;30184;151088.64;834;0.50578201;346.60001;834
30182;11107;30185;143678.75;816;0.506679;311.10001;816
30183;13873;30186;78590.531;718;0.34067899;200;718
30184;6107;30187;94416.047;694;0.446816;200;694
30185;10357;30188;81520.656;650;0.414579;213.53999;650
30186;8789;30189;64245.063;645;0.380826;228.69;645
30187;9834;30190;44350.652;516.70001;0.38330299;168.67999;516.70001
30188;11082;30191;124975.55;779;0.475299;287.89999;779
30189;14445;30192;125185.09;787;0.46013299;319.89999;787
30190;11081;30193;119362.44;766;0.46813101;270.29999;766
30191;13477;30194;133669.42;876;0.43231201;288.89999;876
30192;16037;30195;114280.52;696;0.46205601;200;696
30193;11361;30196;72016.813;731;0.34991699;200;731
30194;13943;30197;140475.11;804;0.50952399;297.39999;804
30195;12374;30198;110080.05;782;0.41996601;360.45999;782
30196;8094;30199;139149.08;811;0.48764801;335.89999;811
30197;11111;30200;125134.29;792;0.417063;296.10001;792
30198;13476;30201;146596.23;916;0.428018;305.20001;916
30199;15234;30202;-12321;-12321;-12321;-12321;-12321
30200;12337;30203;-12321;-12321;-12321;-12321;-12321
30201;15233;30204;-12321;-12321;-12321;-12321;-12321
30202;11109;30205;149691.67;850;0.406102;324.29999;850
30203;15238;30206;-12321;-12321;-12321;-12321;-12321
30204;6769;30207;108603.27;878;0.418262;344.60001;878
30205;5860;30208;108472.13;878;0.417476;348.60001;878
30206;7758;30209;158108.44;845;0.51805001;348.79999;845
30207;11108;30210;150869.06;827;0.52150202;311.70001;827
30208;62;30211;89299;649;0.38800001;274.89001;649
30209;1518;30212;56544;596.83002;0.38;210.14;596.83002
30210;1519;30213;54205;586.92999;0.38;242.56;586.92999
30211;1511;30214;57505;592.90997;0.38;225.14;592.90997
30212;406;30215;49002;586.28003;0.38;177.38;586.28003
30213;700;30216;50765;580.26001;0.38;188.64999;580.26001
30214;32;30217;45415;540.20001;0.38;153.75999;540.20001
30215;726;30218;49965;569.33002;0.38;189.69;569.33002
30216;715;30219;49137;573.71002;0.38;174.69;573.71002
30217;413;30220;47758;569.83002;0.38;178.42;569.83002
30218;1325;30221;54326;594.59003;0.38;186.67999;594.59003
30219;720;30222;47868;575.70001;0.38;206.07001;575.70001
30220;1326;30223;53111;595.91998;0.38;180.95;595.91998
30221;707;30224;50621;581.59003;0.38;186.37;581.59003
30222;708;30225;50621;581.59003;0.38;186.37;581.59003
30223;1318;30226;56976;608.17999;0.38;201.67999;608.17999
30224;960;30227;52529;587.15997;0.38;146.95;587.15997
30225;2696;30228;77404;742.22998;0.38;342.75;742.22998
30226;11399;30229;-12321;-12321;-12321;-12321;-12321
30227;10296;30230;93606.102;851;0.40031701;324.32999;851
30228;11509;30231;135923.05;801;0.47245401;200;801
30229;5356;30232;74223;648;0.12521;233.14999;647.98999
30230;433;30233;42074;524.60999;0.38;147.5;524.60999
30231;731;30234;46890;556.39001;0.38;158.77;556.39001
30232;757;30235;46597;550.96002;0.38;159.81;550.96002
30233;746;30236;46396;561.71997;0.38;144.81;561.71997
30234;440;30237;43249;536.46997;0.38;148.53999;536.46997
30235;1342;30238;50322;571.28003;0.38;156.8;571.28003
30236;751;30239;43754;546.40002;0.38;176.19;546.40002
30237;1343;30240;50073;582.19;0.38;189.22;582.19
30238;738;30241;46356;553.09998;0.38;156.49001;553.09998
30239;739;30242;46356;553.09998;0.38;156.49001;553.09998
30240;1335;30243;52655;583.09998;0.38;171.8;583.09998
30241;968;30244;48057;557.78998;0.38;168.14999;557.78998
30242;41;30245;36739;514.15002;0.34900001;138.64999;514.15002
30243;7503;30246;99959.18;793;0.41913;448.14001;793
30244;10438;30247;89307.133;841;0.39866301;342.92001;841
30245;2887;30248;84961;632.84998;0.38;268.14999;632.84998
30246;2767;30249;62692;643.32001;0.38;308.06;643.32001
30247;3348;30250;70735;677.19;0.38;330.60001;677.19
30248;4449;30251;98376;758.73999;0.38;420.76001;758.73999
30249;2351;30252;70619;737.59003;0.38;123.07;737.59003
30250;2545;30253;82779;636.71002;0.38;236.50999;636.71002
30251;2198;30254;76297;608.64001;0.38;225.24001;608.64001
30252;2067;30255;51218;556.23999;0.38;162.66;556.23999
30253;2912;30256;84778;631.53998;0.38;247.78;631.53998
30254;1829;30257;72285;598.5;0.38;213.97;598.5
30255;1718;30258;47925;530;0.398;145.67;530
30256;1667;30259;45486;540.76001;0.38;200.12;540.76001
30257;2879;30260;56607;646;0.38;191.46001;646
30258;2880;30261;56860;615.29999;0.38;191.46001;615.29999
30259;2857;30262;58110;611.70001;0.38;219.16;611.70001
30260;2881;30263;57720;642.29999;0.38;191.46001;642.29999
30261;2859;30264;58551;626.79999;0.38;219.16;626.79999
30262;2512;30265;55016;606.79999;0.38;173.67;606.79999
30263;1872;30266;94144;628.77002;0.38;277.20999;628.77002
30264;2861;30267;58950;616.09998;0.38;219.16;616.09998
30265;1873;30268;95862;626.92999;0.38;244.78999;626.92999
30266;2863;30269;58777;603.5;0.38;219.16;603.5
30267;2551;30270;77068;606.34998;0.38;221.50999;606.34998
30268;2210;30271;73055;595.90997;0.38;210.24001;595.90997
30269;2830;30272;60488;610.90002;0.38;219.16;610.90002
30270;2498;30273;56794;588.09998;0.38;160.16;588.09998
30271;2163;30274;51179;567;0.38;158.2;567
30272;1836;30275;68773;582.81;0.38;198.97;582.81
30273;1747;30276;57850;590.98999;0.38;203.08;590.98999
30274;1724;30277;47978;547.65997;0.38;149.11;547.65997
30275;1501;30278;54132;598.38;0.38;176.28;598.38
30276;2865;30279;58222;624.5;0.38;219.16;624.5
30277;2558;30280;75862;609.87;0.38;253.92999;609.87
30278;2221;30281;70305;586.95001;0.38;242.66;586.95001
30279;2095;30282;51866;565.63;0.38;160.38;565.63
30280;2833;30283;59665;620;0.38;219.16;620
30281;2500;30284;55932;597.5;0.38;160.16;597.5
30282;2924;30285;80429;624.29999;0.38;265.20001;624.29999
30283;1842;30286;66032;573.16998;0.38;260.75;573.16998
30284;3598;30287;67570;637.53003;0.38;179.5;637.53003
30285;2836;30288;60299;615.5;0.38;219.16;615.5
30286;2501;30289;57271;593.70001;0.38;160.16;593.70001
30287;2932;30290;80632;613.33002;0.38;232.78;613.33002
30288;3596;30291;68133;635.31;0.38;194.5;635.31
30289;2835;30292;60428;606.59998;0.38;219.16;606.59998
30290;2078;30293;52565;572.89001;0.38;160.38;572.89001
30291;2686;30294;67497;680;0.41600001;223.64;680
30292;2079;30295;52565;572.89001;0.38;160.38;572.89001
30293;3899;30296;78165;801;0.38;245.64999;801
30294;1975;30297;52284;609.58002;0.38;175.81;609.58002
30295;1643;30298;47374;565.34998;0.38;144.24001;565.34998
30296;3400;30299;70571;648.96002;0.38;209.5;648.96002
30297;4040;30300;81131;786.17999;0.38;263.95001;786.17999
30298;1134;30301;48191;556.26001;0.38;182.44;556.26001
30299;2488;30302;57608;590;0.382;158.25;590
30300;2162;30303;52754;565.40002;0.38;272.04001;565.40002
30301;3138;30304;67219;630.13;0.38;198.23;630.13
30302;2814;30305;63361;613.59998;0.38;188.36;613.59998
30303;1806;30306;47325;540.64001;0.373;154.55;540.64001
30304;1625;30307;60241;657.70001;0.38;196.25;657.70001
30305;3014;30308;78635;775.66998;0.38;305.54999;775.66998
30306;1268;30309;50825;590.70001;0.38;170.82001;590.70001
30307;1780;30310;55397;646.41998;0.38;258.98001;646.41998
30308;1302;30311;56531;671.53998;0.38;251.23;671.53998
30309;1143;30312;53313;626.70001;0.38;184.05;626.70001
30310;9062;30313;55731.023;617;0.38369;200;617
30311;10312;30314;49333.648;574;0.375745;200;574
30312;458;30315;35440;445.34;0.38;149.73;445.34
30313;762;30316;39267;469.67999;0.38;161;469.67999
30314;299;30317;30535;394.72;0.38;190;394.72
30315;788;30318;39403;469.42999;0.38;162.03999;469.42999
30316;777;30319;38746;472.95001;0.38;147.03999;472.95001
30317;465;30320;37944;473.42001;0.38;150.77;473.42001
30318;1359;30321;44855;511.81;0.38;159.03;511.81
30319;782;30322;37692;473.89001;0.38;178.42;473.89001
30320;1360;30323;43441;508.31;0.38;191.45;508.31
30321;769;30324;40192;482.63;0.38;158.72;482.63
30322;770;30325;40192;482.63;0.38;158.72;482.63
30323;1352;30326;47062;523.72998;0.38;169.14999;523.72998
30324;976;30327;41971;490.09;0.38;162.75999;490.09
30325;4215;30328;89808;739.59998;0.38;386.95001;739.59998
30326;1814;30329;70691;585.83002;0.38;203.14999;585.83002
30327;1739;30330;60173;600.15997;0.38;234.14999;600.15997
30328;1660;30331;48836;574.59003;0.38;142.64999;574.59003
30329;4141;30332;86247;729.15002;0.38;375.67999;729.15002
30330;1411;30333;60644;579.29999;0.38;202.7;579.29999
