ID;PROP_ID;COMP_ID;HenryConstantInWaterTemperature;HenryConstantInWaterInMoleFraction;HenryConstantInWaterInVolumeFraction
30201;15233;30204;-12321;-12321;-12321
30202;11109;30205;-12321;-12321;-12321
30203;15238;30206;-12321;-12321;-12321
30204;6769;30207;-12321;-12321;-12321
30205;5860;30208;-12321;-12321;-12321
30206;7758;30209;-12321;-12321;-12321
30207;11108;30210;-12321;-12321;-12321
30208;62;30211;-12321;-12321;-12321
30209;1518;30212;25;3.2235711;5.8000001E-5
30210;1519;30213;25;3.0265989;0.000054
30211;1511;30214;25;3.0773079;0.000055
30212;406;30215;-12321;-12321;-12321
30213;700;30216;-12321;-12321;-12321
30214;32;30217;25;326.02838;0.005868
30215;726;30218;-12321;-12321;-12321
30216;715;30219;-12321;-12321;-12321
30217;413;30220;-12321;-12321;-12321
30218;1325;30221;-12321;-12321;-12321
30219;720;30222;-12321;-12321;-12321
30220;1326;30223;-12321;-12321;-12321
30221;707;30224;-12321;-12321;-12321
30222;708;30225;-12321;-12321;-12321
30223;1318;30226;-12321;-12321;-12321
30224;960;30227;-12321;-12321;-12321
30225;2696;30228;-12321;-12321;-12321
30226;11399;30229;-12321;-12321;-12321
30227;10296;30230;-12321;-12321;-12321
30228;11509;30231;-12321;-12321;-12321
30229;5356;30232;-12321;-12321;-12321
30230;433;30233;-12321;-12321;-12321
30231;731;30234;-12321;-12321;-12321
30232;757;30235;-12321;-12321;-12321
30233;746;30236;-12321;-12321;-12321
30234;440;30237;-12321;-12321;-12321
30235;1342;30238;-12321;-12321;-12321
30236;751;30239;-12321;-12321;-12321
30237;1343;30240;-12321;-12321;-12321
30238;738;30241;-12321;-12321;-12321
30239;739;30242;-12321;-12321;-12321
30240;1335;30243;-12321;-12321;-12321
30241;968;30244;-12321;-12321;-12321
30242;41;30245;25;513.36237;9.2399996E-3
30243;7503;30246;-12321;-12321;-12321
30244;10438;30247;-12321;-12321;-12321
30245;2887;30248;25;14.204911;0.000256
30246;2767;30249;25;9989.6055;0.179811
30247;3348;30250;25;12159.041;0.218861
30248;4449;30251;-12321;-12321;-12321
30249;2351;30252;-12321;-12321;-12321
30250;2545;30253;25;13.056693;0.000235
30251;2198;30254;25;7.8572302;0.000141
30252;2067;30255;25;46824.043;0.84282601
30253;2912;30256;25;13.928274;2.5099999E-4
30254;1829;30257;25;5.9959579;0.000108
30255;1718;30258;25;28698.691;0.516572
30256;1667;30259;25;1723.6635;0.031026
30257;2879;30260;25;826032.44;14.868465
30258;2880;30261;25;596959.19;10.745179
30259;2857;30262;25;559933.38;10.07872
30260;2881;30263;25;782216.88;14.079791
30261;2859;30264;25;639570.25;11.512172
30262;2512;30265;25;472684.38;8.5082512
30263;1872;30266;-12321;-12321;-12321
30264;2861;30267;25;577728.25;10.399026
30265;1873;30268;-12321;-12321;-12321
30266;2863;30269;25;508521.72;9.1533184
30267;2551;30270;25;9.211091;0.000166
30268;2210;30271;25;7.0842409;0.000128
30269;2830;30272;25;533075.81;9.5952873
30270;2498;30273;25;366557;6.5979729
30271;2163;30274;25;237569.41;4.2762151
30272;1836;30275;25;5.1640821;9.3000002E-5
30273;1747;30276;25;18.751431;3.3800001E-4
30274;1724;30277;25;34203.711;0.61566198
30275;1501;30278;25;184.00928;3.3120001E-3
30276;2865;30279;25;636640.31;11.459434
30277;2558;30280;25;10.187203;0.000183
30278;2221;30281;25;3.852433;6.9000002E-5
30279;2095;30282;25;52933.234;0.95279098
30280;2833;30283;25;598797.56;10.77827
30281;2500;30284;25;408990.5;7.3617702
30282;2924;30285;25;14.088453;2.5400001E-4
30283;1842;30286;25;2.6155901;4.7000001E-5
30284;3598;30287;25;579456.13;10.430127
30285;2836;30288;25;560895.69;10.096042
30286;2501;30289;25;385078.09;6.9313502
30287;2932;30290;25;11.417929;0.000206
30288;3596;30291;25;531913;9.574358
30289;2835;30292;25;494859.38;8.9073973
30290;2078;30293;25;59132.039;1.064368
30291;2686;30294;25;456.14279;8.2109999E-3
30292;2079;30295;25;59132.039;1.064368
30293;3899;30296;-12321;-12321;-12321
30294;1975;30297;-12321;-12321;-12321
30295;1643;30298;-12321;-12321;-12321
30296;3400;30299;25;492511.31;8.8651323
30297;4040;30300;-12321;-12321;-12321
30298;1134;30301;-12321;-12321;-12321
30299;2488;30302;25;382702.84;6.8885961
30300;2162;30303;25;235367.91;4.236588
30301;3138;30304;25;507770.84;9.139802
30302;2814;30305;25;518999.44;9.3419151
30303;1806;30306;25;143892.36;2.5900421
30304;1625;30307;-12321;-12321;-12321
30305;3014;30308;-12321;-12321;-12321
30306;1268;30309;-12321;-12321;-12321
30307;1780;30310;-12321;-12321;-12321
30308;1302;30311;-12321;-12321;-12321
30309;1143;30312;25;399.15875;0.007185
30310;9062;30313;-12321;-12321;-12321
30311;10312;30314;-12321;-12321;-12321
30312;458;30315;-12321;-12321;-12321
30313;762;30316;-12321;-12321;-12321
30314;299;30317;-12321;-12321;-12321
30315;788;30318;-12321;-12321;-12321
30316;777;30319;-12321;-12321;-12321
30317;465;30320;-12321;-12321;-12321
30318;1359;30321;-12321;-12321;-12321
30319;782;30322;-12321;-12321;-12321
30320;1360;30323;-12321;-12321;-12321
30321;769;30324;-12321;-12321;-12321
30322;770;30325;-12321;-12321;-12321
30323;1352;30326;-12321;-12321;-12321
30324;976;30327;-12321;-12321;-12321
30325;4215;30328;-12321;-12321;-12321
30326;1814;30329;25;2.0861011;3.7999998E-5
30327;1739;30330;25;11.013617;1.9799999E-4
30328;1660;30331;25;2446.5042;4.4036999E-2
30329;4141;30332;25;1672.1874;3.0099001E-2
30330;1411;30333;25;2.450958;0.000044
30331;1262;30334;25;6.8489132;1.2300001E-4
30332;1176;30335;25;976.6228;0.017579
30333;480;30336;-12321;-12321;-12321
30334;793;30337;-12321;-12321;-12321
30335;308;30338;-12321;-12321;-12321
30336;819;30339;-12321;-12321;-12321
30337;808;30340;-12321;-12321;-12321
30338;487;30341;-12321;-12321;-12321
30339;1376;30342;-12321;-12321;-12321
30340;813;30343;-12321;-12321;-12321
30341;1377;30344;-12321;-12321;-12321
30342;800;30345;-12321;-12321;-12321
30343;801;30346;-12321;-12321;-12321
30344;1369;30347;-12321;-12321;-12321
30345;984;30348;-12321;-12321;-12321
30346;2699;30349;-12321;-12321;-12321
30347;2944;30350;25;17.512753;3.1500001E-4
30348;2854;30351;25;729745.06;13.135305
30349;2328;30352;-12321;-12321;-12321
30350;1632;30353;25;564.61694;0.010163
30351;12338;30354;-12321;-12321;-12321
30352;10453;30355;-12321;-12321;-12321
30353;19091;30356;-12321;-12321;-12321
30354;347;30357;-12321;-12321;-12321
30355;508;30358;-12321;-12321;-12321
30356;950;30359;-12321;-12321;-12321
30357;1963;30360;-12321;-12321;-12321
30358;2348;30361;-12321;-12321;-12321
30359;4034;30362;-12321;-12321;-12321
30360;665;30363;25;5178.3447;9.3208998E-2
30361;1038;30364;-12321;-12321;-12321
30362;4037;30365;-12321;-12321;-12321
30363;1162;30366;25;6989.3618;0.125808
30364;1039;30367;-12321;-12321;-12321
30365;1456;30368;-12321;-12321;-12321
30366;1170;30369;25;6316.0718;0.113688
30367;1457;30370;-12321;-12321;-12321
30368;1863;30371;-12321;-12321;-12321
30369;1166;30372;25;7585.9175;0.136545
30370;1167;30373;25;7585.9175;0.136545
30371;1043;30374;25;370.94556;6.6769999E-3
30372;1008;30375;25;0.74252999;0.000013
30373;842;30376;25;29010.758;0.52218902
30374;673;30377;25;1031.0077;1.8557999E-2
30375;2180;30378;25;6.1417761;0.000111
30376;2043;30379;25;47545.836;0.85581797
30377;1817;30380;25;1.287429;2.3000001E-5
30378;1703;30381;25;28741.555;0.517344
30379;1661;30382;25;1746.2244;3.1431999E-2
30380;2894;30383;25;15.404388;2.7700001E-4
30381;2524;30384;25;11.41892;0.000206
30382;1413;30385;25;1.617692;2.9000001E-5
30383;1241;30386;25;19805.08;0.356489
30384;1177;30387;25;1181.4611;0.021266
30385;1458;30388;-12321;-12321;-12321
30386;1864;30389;-12321;-12321;-12321
30387;1459;30390;-12321;-12321;-12321
30388;1045;30391;25;363.27219;6.5390002E-3
30389;1009;30392;25;1.004145;1.8000001E-5
30390;686;30393;-12321;-12321;-12321
30391;1847;30394;25;2.834872;5.0999999E-5
30392;1731;30395;25;29183.58;0.52530003
30393;2574;30396;25;11.175204;0.000201
30394;2235;30397;25;8.1595592;0.000147
30395;2108;30398;25;46800.672;0.84240502
30396;1636;30399;25;556.77386;0.010022
30397;2185;30400;25;6.9640999;1.2500001E-4
30398;1821;30401;25;3.5968201;0.000065
30399;1741;30402;25;19.639484;3.5399999E-4
30400;2259;30403;25;8.3315706;1.5000001E-4
30401;2125;30404;25;41531.047;0.74755299
30402;3920;30405;-12321;-12321;-12321
30403;2721;30406;-12321;-12321;-12321
30404;2896;30407;25;17.012611;0.000306
30405;2530;30408;25;9.0639362;0.000163
30406;1417;30409;25;1.567678;0.000028
30407;1263;30410;25;7.8997178;0.000142
30408;3918;30411;-12321;-12321;-12321
30409;2711;30412;-12321;-12321;-12321
30410;1495;30413;25;199.36879;3.5890001E-3
30411;1049;30414;25;153.99246;2.7719999E-3
30412;3627;30415;25;656523.56;11.817329
30413;3262;30416;25;651708;11.73065
30414;1865;30417;-12321;-12321;-12321
30415;3628;30418;25;645969.94;11.627365
30416;687;30419;-12321;-12321;-12321
30417;2238;30420;25;8.6669912;1.5599999E-4
30418;2111;30421;25;48860.813;0.87948799
30419;2248;30422;25;7.2951851;1.3099999E-4
30420;3432;30423;25;602360.5;10.842402
30421;3163;30424;25;597178.44;10.749125
30422;2161;30425;25;266049.19;4.788847
30423;2190;30426;25;3.1429989;5.7000001E-5
30424;1825;30427;25;2.296165;4.0999999E-5
30425;2902;30428;25;17.091805;3.0799999E-4
30426;2534;30429;25;11.445901;0.000206
30427;1419;30430;25;1.923525;3.5000001E-5
30428;3629;30431;25;661955.44;11.915103
30429;3263;30432;25;674837.38;12.146976
30430;3630;30433;25;587052.31;10.566857
30431;1637;30434;25;515.80731;9.2839999E-3
30432;2588;30435;25;10.480063;0.000189
30433;3433;30436;25;540156.63;9.7227421
30434;3164;30437;25;526461.75;9.4762354
30435;2334;30438;-12321;-12321;-12321
30436;2195;30439;25;6.64501;0.00012
30437;3202;30440;25;542871.88;9.771615
30438;3495;30441;25;579456.13;10.430127
30439;2722;30442;-12321;-12321;-12321
30440;2539;30443;25;8.9412909;0.000161
30441;3198;30444;25;511405.78;9.2052298
30442;3488;30445;25;533933.5;9.6107264
30443;2712;30446;-12321;-12321;-12321
30444;3594;30447;25;675447.5;12.157957
30445;3631;30448;25;651698.81;11.730485
30446;3434;30449;25;529716.69;9.5348234
30447;3165;30450;25;495657.94;8.921772
30448;2335;30451;-12321;-12321;-12321
30449;1638;30452;25;515.80731;9.2839999E-3
30450;3496;30453;25;570207;10.263644
30451;2723;30454;-12321;-12321;-12321
30452;2909;30455;25;15.341998;2.7600001E-4
30453;3489;30456;25;527349.63;9.492218
30454;2713;30457;-12321;-12321;-12321
30455;3435;30458;25;537426.5;9.6736002
30456;3166;30459;25;526461.75;9.4762354
30457;2336;30460;-12321;-12321;-12321
30458;3436;30461;25;538889.31;9.6999292
30459;2048;30462;25;60483.719;1.088698
30460;1707;30463;25;35028.406;0.63050598
30461;1244;30464;25;21008.955;0.378158
30462;2058;30465;25;59132.039;1.064368
30463;1715;30466;25;31954.191;0.57517099
30464;2049;30467;25;60483.719;1.088698
30465;1708;30468;25;33681.332;0.60625899
30466;2059;30469;25;59132.039;1.064368
30467;1716;30470;25;31711.061;0.570795
30468;3777;30471;-12321;-12321;-12321
30469;930;30472;25;10.490595;0.000189
30470;823;30473;-12321;-12321;-12321
30471;2472;30474;-12321;-12321;-12321
30472;1056;30475;25;1.73;0.000031
30473;1656;30476;-12321;-12321;-12321
30474;1149;30477;-12321;-12321;-12321
30475;3135;30478;25;514625.41;9.2631836
30476;3890;30479;-12321;-12321;-12321
30477;3858;30480;25;363068.78;6.5351858
30478;593;30481;-12321;-12321;-12321
30479;4339;30482;-12321;-12321;-12321
30480;2159;30483;25;206441.75;3.7159221
30481;4255;30484;-12321;-12321;-12321
30482;1805;30485;25;170462.7;3.0683041
30483;4488;30486;-12321;-12321;-12321
30484;2811;30487;25;507560.31;9.136013
30485;4416;30488;-12321;-12321;-12321
30486;2486;30489;25;375542.28;6.759707
30487;4181;30490;25;44331.246;0.79795599
30488;1255;30491;25;14.372755;2.5899999E-4
30489;1407;30492;25;66721.234;1.200973
30490;1207;30493;-12321;-12321;-12321
30491;1122;30494;25;-12321;-12321
30492;2636;30495;-12321;-12321;-12321
30493;4105;30496;25;107757.01;1.939611
30494;936;30497;-12321;-12321;-12321
30495;1314;30498;-12321;-12321;-12321
30496;957;30499;-12321;-12321;-12321
30497;599;30500;25;396.60074;7.1390001E-3
30498;4002;30501;25;220418.64;3.967504
30499;3396;30502;25;491413.13;8.8453655
30500;1395;30503;-12321;-12321;-12321
30501;1396;30504;-12321;-12321;-12321
30502;1563;30505;-12321;-12321;-12321
30503;1388;30506;-12321;-12321;-12321
30504;995;30507;-12321;-12321;-12321
30505;4375;30508;-12321;-12321;-12321
30506;2520;30509;25;10.429425;1.8800001E-4
30507;2364;30510;25;7019.752;0.12635501
30508;4296;30511;-12321;-12321;-12321
30509;2177;30512;25;4.3168812;7.7999997E-5
30510;1994;30513;25;3718.8062;6.6937998E-2
30511;12183;30514;-12321;-12321;-12321
30512;4067;30515;25;3569.5774;6.4251997E-2
30513;1041;30516;25;368.23911;6.6280002E-3
30514;1006;30517;25;0.99572003;1.8000001E-5
30515;3037;30518;25;1272.7284;2.2909001E-2
30516;2571;30519;25;9.4560051;0.00017
30517;2325;30520;-12321;-12321;-12321
30518;1630;30521;25;550.14423;9.9029997E-3
30519;11786;30522;-12321;-12321;-12321
30520;9910;30523;-12321;-12321;-12321
30521;3963;30524;25;6385.7783;0.114943
30522;3816;30525;25;9463.3164;0.170338
30523;3096;30526;25;11796.641;0.212338
30524;13062;30527;-12321;-12321;-12321
30525;6604;30528;-12321;-12321;-12321
30526;15614;30529;-12321;-12321;-12321
30527;15598;30530;-12321;-12321;-12321
30528;10689;30531;-12321;-12321;-12321
30529;7028;30532;-12321;-12321;-12321
30530;6659;30533;-12321;-12321;-12321
30531;9669;30534;-12321;-12321;-12321
30532;5716;30535;-12321;-12321;-12321
30533;13369;30536;-12321;-12321;-12321
30534;17767;30537;-12321;-12321;-12321
30535;7205;30538;-12321;-12321;-12321
30536;9106;30539;-12321;-12321;-12321
30537;7244;30540;-12321;-12321;-12321
30538;7201;30541;-12321;-12321;-12321
30539;19318;30542;-12321;-12321;-12321
30540;8274;30543;-12321;-12321;-12321
30541;6559;30544;-12321;-12321;-12321
30542;18326;30545;-12321;-12321;-12321
30543;15002;30546;-12321;-12321;-12321
30544;18245;30547;-12321;-12321;-12321
30545;10196;30548;-12321;-12321;-12321
30546;18877;30549;-12321;-12321;-12321
30547;15192;30550;-12321;-12321;-12321
30548;8615;30551;-12321;-12321;-12321
30549;8614;30552;-12321;-12321;-12321
30550;5750;30553;-12321;-12321;-12321
30551;8536;30554;-12321;-12321;-12321
30552;7617;30555;-12321;-12321;-12321
30553;6197;30556;-12321;-12321;-12321
30554;12237;30557;-12321;-12321;-12321
30555;18402;30558;-12321;-12321;-12321
30556;10515;30559;-12321;-12321;-12321
30557;18403;30560;-12321;-12321;-12321
30558;17876;30561;-12321;-12321;-12321
30559;17394;30562;-12321;-12321;-12321
30560;16746;30563;-12321;-12321;-12321
30561;14300;30564;-12321;-12321;-12321
30562;12141;30565;-12321;-12321;-12321
30563;16074;30566;-12321;-12321;-12321
30564;10424;30567;-12321;-12321;-12321
30565;5795;30568;-12321;-12321;-12321
30566;10066;30569;-12321;-12321;-12321
30567;7272;30570;-12321;-12321;-12321
30568;9598;30571;-12321;-12321;-12321
30569;7227;30572;-12321;-12321;-12321
30570;8245;30573;-12321;-12321;-12321
30571;6777;30574;-12321;-12321;-12321
30572;8759;30575;-12321;-12321;-12321
30573;13698;30576;-12321;-12321;-12321
30574;12149;30577;-12321;-12321;-12321
30575;8914;30578;-12321;-12321;-12321
30576;15720;30579;-12321;-12321;-12321
30577;7601;30580;-12321;-12321;-12321
30578;8944;30581;-12321;-12321;-12321
30579;7619;30582;-12321;-12321;-12321
30580;17167;30583;-12321;-12321;-12321
30581;6306;30584;-12321;-12321;-12321
30582;5778;30585;-12321;-12321;-12321
30583;10121;30586;-12321;-12321;-12321
30584;14438;30587;-12321;-12321;-12321
30585;14436;30588;-12321;-12321;-12321
30586;11198;30589;-12321;-12321;-12321
30587;11215;30590;-12321;-12321;-12321
30588;17868;30591;-12321;-12321;-12321
30589;18622;30592;-12321;-12321;-12321
30590;16179;30593;-12321;-12321;-12321
30591;17544;30594;-12321;-12321;-12321
30592;12745;30595;-12321;-12321;-12321
30593;14121;30596;-12321;-12321;-12321
30594;9136;30597;-12321;-12321;-12321
30595;18800;30598;-12321;-12321;-12321
30596;15166;30599;-12321;-12321;-12321
30597;18144;30600;-12321;-12321;-12321
30598;15297;30601;-12321;-12321;-12321
30599;15506;30602;-12321;-12321;-12321
30600;16059;30603;-12321;-12321;-12321
30601;10763;30604;-12321;-12321;-12321
30602;14705;30605;-12321;-12321;-12321
30603;14707;30606;-12321;-12321;-12321
30604;13521;30607;-12321;-12321;-12321
30605;14122;30608;-12321;-12321;-12321
30606;17160;30609;-12321;-12321;-12321
30607;17159;30610;-12321;-12321;-12321
30608;15950;30611;-12321;-12321;-12321
30609;15403;30612;-12321;-12321;-12321
30610;12187;30613;-12321;-12321;-12321
30611;8080;30614;-12321;-12321;-12321
30612;8934;30615;-12321;-12321;-12321
30613;6307;30616;-12321;-12321;-12321
30614;17163;30617;-12321;-12321;-12321
30615;9104;30618;-12321;-12321;-12321
30616;8983;30619;-12321;-12321;-12321
30617;6802;30620;-12321;-12321;-12321
30618;9082;30621;-12321;-12321;-12321
30619;13446;30622;-12321;-12321;-12321
30620;9384;30623;-12321;-12321;-12321
30621;7620;30624;-12321;-12321;-12321
30622;8050;30625;-12321;-12321;-12321
30623;12660;30626;-12321;-12321;-12321
30624;13181;30627;-12321;-12321;-12321
30625;11277;30628;-12321;-12321;-12321
30626;16507;30629;-12321;-12321;-12321
30627;13028;30630;-12321;-12321;-12321
30628;15186;30631;-12321;-12321;-12321
30629;17877;30632;-12321;-12321;-12321
30630;7319;30633;-12321;-12321;-12321
30631;7174;30634;-12321;-12321;-12321
30632;9892;30635;-12321;-12321;-12321
30633;13155;30636;-12321;-12321;-12321
30634;8868;30637;-12321;-12321;-12321
30635;18149;30638;-12321;-12321;-12321
30636;14374;30639;-12321;-12321;-12321
30637;14952;30640;-12321;-12321;-12321
30638;16292;30641;-12321;-12321;-12321
30639;15208;30642;-12321;-12321;-12321
30640;12861;30643;-12321;-12321;-12321
30641;12654;30644;-12321;-12321;-12321
30642;9177;30645;-12321;-12321;-12321
30643;17991;30646;-12321;-12321;-12321
30644;8192;30647;-12321;-12321;-12321
30645;13784;30648;-12321;-12321;-12321
30646;11368;30649;-12321;-12321;-12321
30647;16614;30650;-12321;-12321;-12321
30648;17156;30651;-12321;-12321;-12321
30649;5993;30652;-12321;-12321;-12321
30650;12592;30653;-12321;-12321;-12321
30651;15982;30654;-12321;-12321;-12321
30652;9173;30655;-12321;-12321;-12321
30653;8767;30656;-12321;-12321;-12321
30654;9169;30657;-12321;-12321;-12321
30655;8746;30658;-12321;-12321;-12321
30656;7245;30659;-12321;-12321;-12321
30657;7068;30660;-12321;-12321;-12321
30658;15809;30661;-12321;-12321;-12321
30659;9415;30662;-12321;-12321;-12321
30660;16617;30663;-12321;-12321;-12321
30661;8200;30664;-12321;-12321;-12321
30662;12575;30665;-12321;-12321;-12321
30663;7114;30666;-12321;-12321;-12321
30664;11776;30667;-12321;-12321;-12321
30665;18247;30668;-12321;-12321;-12321
30666;6076;30669;-12321;-12321;-12321
30667;16597;30670;-12321;-12321;-12321
30668;7960;30671;-12321;-12321;-12321
30669;9895;30672;-12321;-12321;-12321
30670;18674;30673;-12321;-12321;-12321
30671;10179;30674;-12321;-12321;-12321
30672;17499;30675;-12321;-12321;-12321
30673;10040;30676;-12321;-12321;-12321
30674;7796;30677;-12321;-12321;-12321
30675;9722;30678;-12321;-12321;-12321
30676;17540;30679;-12321;-12321;-12321
30677;9386;30680;-12321;-12321;-12321
30678;18471;30681;-12321;-12321;-12321
30679;13761;30682;-12321;-12321;-12321
30680;14728;30683;-12321;-12321;-12321
30681;8088;30684;-12321;-12321;-12321
30682;9451;30685;-12321;-12321;-12321
30683;13891;30686;-12321;-12321;-12321
30684;12757;30687;-12321;-12321;-12321
30685;13790;30688;-12321;-12321;-12321
30686;11910;30689;-12321;-12321;-12321
30687;17666;30690;-12321;-12321;-12321
30688;15566;30691;-12321;-12321;-12321
30689;13520;30692;-12321;-12321;-12321
30690;13507;30693;-12321;-12321;-12321
30691;19646;30694;-12321;-12321;-12321
30692;12336;30695;-12321;-12321;-12321
30693;6144;30696;-12321;-12321;-12321
30694;18351;30697;-12321;-12321;-12321
30695;17551;30698;-12321;-12321;-12321
30696;11060;30699;-12321;-12321;-12321
30697;10916;30700;-12321;-12321;-12321
30698;8558;30701;-12321;-12321;-12321
30699;8935;30702;-12321;-12321;-12321
30700;7956;30703;-12321;-12321;-12321
30701;14135;30704;-12321;-12321;-12321
30702;8594;30705;-12321;-12321;-12321
30703;11772;30706;-12321;-12321;-12321
30704;9509;30707;-12321;-12321;-12321
30705;13923;30708;-12321;-12321;-12321
30706;11165;30709;-12321;-12321;-12321
30707;18659;30710;-12321;-12321;-12321
30708;17099;30711;-12321;-12321;-12321
30709;17097;30712;-12321;-12321;-12321
30710;16655;30713;-12321;-12321;-12321
30711;7860;30714;-12321;-12321;-12321
30712;6276;30715;-12321;-12321;-12321
30713;7159;30716;-12321;-12321;-12321
30714;18429;30717;-12321;-12321;-12321
30715;18430;30718;-12321;-12321;-12321
30716;18433;30719;-12321;-12321;-12321
30717;18434;30720;-12321;-12321;-12321
30718;18431;30721;-12321;-12321;-12321
30719;18432;30722;-12321;-12321;-12321
30720;16284;30723;-12321;-12321;-12321
30721;9030;30724;-12321;-12321;-12321
30722;12994;30725;-12321;-12321;-12321
30723;12993;30726;-12321;-12321;-12321
30724;6923;30727;-12321;-12321;-12321
30725;17455;30728;-12321;-12321;-12321
30726;12100;30729;-12321;-12321;-12321
30727;16383;30730;-12321;-12321;-12321
30728;16690;30731;-12321;-12321;-12321
30729;12039;30732;-12321;-12321;-12321
30730;9201;30733;-12321;-12321;-12321
30731;14876;30734;-12321;-12321;-12321
30732;7743;30735;-12321;-12321;-12321
30733;19813;30736;-12321;-12321;-12321
30734;17929;30737;-12321;-12321;-12321
30735;17937;30738;-12321;-12321;-12321
30736;16653;30739;-12321;-12321;-12321
30737;12364;30740;-12321;-12321;-12321
30738;17541;30741;-12321;-12321;-12321
30739;11143;30742;-12321;-12321;-12321
30740;8491;30743;-12321;-12321;-12321
30741;18839;30744;-12321;-12321;-12321
30742;14913;30745;-12321;-12321;-12321
30743;16641;30746;-12321;-12321;-12321
30744;15786;30747;-12321;-12321;-12321
30745;9471;30748;-12321;-12321;-12321
30746;7024;30749;-12321;-12321;-12321
30747;15889;30750;-12321;-12321;-12321
30748;16897;30751;-12321;-12321;-12321
30749;11376;30752;-12321;-12321;-12321
30750;10616;30753;-12321;-12321;-12321
30751;10613;30754;-12321;-12321;-12321
30752;15735;30755;-12321;-12321;-12321
30753;18141;30756;-12321;-12321;-12321
30754;16081;30757;-12321;-12321;-12321
30755;16103;30758;-12321;-12321;-12321
30756;11236;30759;-12321;-12321;-12321
30757;10642;30760;-12321;-12321;-12321
30758;14721;30761;-12321;-12321;-12321
30759;15620;30762;-12321;-12321;-12321
30760;15495;30763;-12321;-12321;-12321
30761;14817;30764;-12321;-12321;-12321
30762;14331;30765;-12321;-12321;-12321
30763;14807;30766;-12321;-12321;-12321
30764;15618;30767;-12321;-12321;-12321
30765;18647;30768;-12321;-12321;-12321
30766;15879;30769;-12321;-12321;-12321
30767;8054;30770;-12321;-12321;-12321
30768;11963;30771;-12321;-12321;-12321
30769;14664;30772;-12321;-12321;-12321
30770;12906;30773;-12321;-12321;-12321
30771;15998;30774;-12321;-12321;-12321
30772;8293;30775;-12321;-12321;-12321
30773;5760;30776;-12321;-12321;-12321
30774;16038;30777;-12321;-12321;-12321
30775;14939;30778;-12321;-12321;-12321
30776;17824;30779;-12321;-12321;-12321
30777;8551;30780;-12321;-12321;-12321
30778;19356;30781;-12321;-12321;-12321
30779;14242;30782;-12321;-12321;-12321
30780;11964;30783;-12321;-12321;-12321
30781;13312;30784;-12321;-12321;-12321
30782;11745;30785;-12321;-12321;-12321
30783;17823;30786;-12321;-12321;-12321
30784;16620;30787;-12321;-12321;-12321
30785;15523;30788;-12321;-12321;-12321
30786;16249;30789;-12321;-12321;-12321
30787;13844;30790;-12321;-12321;-12321
30788;13322;30791;-12321;-12321;-12321
30789;15896;30792;-12321;-12321;-12321
30790;19355;30793;-12321;-12321;-12321
30791;19558;30794;-12321;-12321;-12321
30792;19556;30795;-12321;-12321;-12321
30793;6149;30796;-12321;-12321;-12321
30794;11379;30797;-12321;-12321;-12321
30795;8561;30798;-12321;-12321;-12321
30796;7502;30799;-12321;-12321;-12321
30797;12182;30800;-12321;-12321;-12321
30798;17090;30801;-12321;-12321;-12321
30799;9137;30802;-12321;-12321;-12321
30800;11228;30803;-12321;-12321;-12321
30801;14268;30804;-12321;-12321;-12321
30802;14222;30805;-12321;-12321;-12321
30803;12756;30806;-12321;-12321;-12321
30804;8758;30807;-12321;-12321;-12321
30805;6663;30808;-12321;-12321;-12321
30806;16689;30809;-12321;-12321;-12321
30807;12580;30810;-12321;-12321;-12321
30808;15634;30811;-12321;-12321;-12321
30809;14626;30812;-12321;-12321;-12321
30810;14223;30813;-12321;-12321;-12321
30811;14627;30814;-12321;-12321;-12321
30812;10335;30815;-12321;-12321;-12321
30813;13257;30816;-12321;-12321;-12321
30814;14159;30817;-12321;-12321;-12321
30815;14160;30818;-12321;-12321;-12321
30816;10352;30819;-12321;-12321;-12321
30817;14158;30820;-12321;-12321;-12321
30818;13334;30821;-12321;-12321;-12321
30819;13120;30822;-12321;-12321;-12321
30820;7296;30823;-12321;-12321;-12321
30821;13492;30824;-12321;-12321;-12321
30822;12549;30825;-12321;-12321;-12321
30823;12550;30826;-12321;-12321;-12321
30824;8971;30827;-12321;-12321;-12321
30825;10930;30828;-12321;-12321;-12321
30826;18794;30829;-12321;-12321;-12321
30827;19771;30830;-12321;-12321;-12321
30828;14134;30831;-12321;-12321;-12321
30829;7301;30832;-12321;-12321;-12321
30830;19152;30833;-12321;-12321;-12321
30831;8690;30834;-12321;-12321;-12321
30832;14629;30835;-12321;-12321;-12321
30833;14907;30836;-12321;-12321;-12321
30834;12775;30837;-12321;-12321;-12321
30835;12774;30838;-12321;-12321;-12321
30836;12587;30839;-12321;-12321;-12321
30837;14650;30840;-12321;-12321;-12321
30838;14651;30841;-12321;-12321;-12321
30839;14628;30842;-12321;-12321;-12321
30840;13827;30843;-12321;-12321;-12321
30841;14528;30844;-12321;-12321;-12321
30842;9768;30845;-12321;-12321;-12321
30843;12819;30846;-12321;-12321;-12321
30844;9450;30847;-12321;-12321;-12321
30845;7290;30848;-12321;-12321;-12321
30846;14016;30849;-12321;-12321;-12321
30847;14017;30850;-12321;-12321;-12321
30848;14013;30851;-12321;-12321;-12321
30849;14014;30852;-12321;-12321;-12321
30850;11951;30853;-12321;-12321;-12321
30851;14953;30854;-12321;-12321;-12321
30852;18833;30855;-12321;-12321;-12321
30853;15399;30856;-12321;-12321;-12321
